site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session
182,server/src/routes/acos.ts,206,router.post('/vr/sessions/:sessionId/participants/:userId/mute'; asyncHandler(acosController.muteVRParticipant));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/participants/:userId/mute'; asyncHandler(acosController.muteVRParticipant));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
183,server/src/routes/acos.ts,207,router.post('/vr/sessions/:sessionId/pointer'; asyncHandler(acosController.updateVRPointer));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/pointer'; asyncHandler(acosController.updateVRPointer));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
184,server/src/routes/acos.ts,208,router.post('/vr/sessions/:sessionId/screen-sharing/enable'; asyncHandler(acosController.enableVRScreenSharing));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/screen-sharing/enable'; asyncHandler(acosController.enableVRScreenSharing));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
185,server/src/routes/acos.ts,209,router.post('/vr/sessions/:sessionId/screen-sharing/disable'; asyncHandler(acosController.disableVRScreenSharing));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/screen-sharing/disable'; asyncHandler(acosController.disableVRScreenSharing));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
186,server/src/routes/acos.ts,210,router.post('/vr/sessions/:sessionId/follow/:targetUserId'; asyncHandler(acosController.enableVRFollowMode));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/follow/:targetUserId'; asyncHandler(acosController.enableVRFollowMode));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
187,server/src/routes/acos.ts,211,router.post('/vr/sessions/:sessionId/follow/disable'; asyncHandler(acosController.disableVRFollowMode));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/follow/disable'; asyncHandler(acosController.disableVRFollowMode));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
188,server/src/routes/acos.ts,212,router.post('/vr/sessions/:sessionId/presenter-mode'; asyncHandler(acosController.enableVRPresenterMode));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/presenter-mode'; asyncHandler(acosController.enableVRPresenterMode));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
189,server/src/routes/acos.ts,213,router.post('/vr/sessions/:sessionId/environment/update'; asyncHandler(acosController.updateVREnvironment));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/environment/update'; asyncHandler(acosController.updateVREnvironment));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
190,server/src/routes/acos.ts,214,router.post('/vr/sessions/:sessionId/environment/theme'; asyncHandler(acosController.setVREnvironmentTheme));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/sessions/:sessionId/environment/theme'; asyncHandler(acosController.setVREnvironmentTheme));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
191,server/src/routes/acos.ts,215,router.post('/vr/training/scenarios'; authorize('admin'); validateBody(createVRTrainingScenarioSchema); asyncHandler(acosController.createVRTrainingScenario));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/training/scenarios'; authorize('admin'); validateBody(createVRTrainingScenarioSchema); asyncHandler(acosController.createVRTrainingScenario));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
192,server/src/routes/acos.ts,216,router.post('/vr/training/scenarios/:scenarioId/start'; asyncHandler(acosController.startVRTraining));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/training/scenarios/:scenarioId/start'; asyncHandler(acosController.startVRTraining));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
193,server/src/routes/acos.ts,217,router.post('/vr/training/sessions/:sessionId/progress'; asyncHandler(acosController.trackVRTrainingProgress));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/training/sessions/:sessionId/progress'; asyncHandler(acosController.trackVRTrainingProgress));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
194,server/src/routes/acos.ts,218,router.get('/vr/training/sessions/:sessionId/evaluate'; asyncHandler(acosController.evaluateVRTraining));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/training/sessions/:sessionId/evaluate'; asyncHandler(acosController.evaluateVRTraining));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
195,server/src/routes/acos.ts,219,router.post('/vr/training/sessions/:sessionId/complete'; asyncHandler(acosController.completeVRTraining));,AUTH_MOUNT_VERIFIED,N/A,router.post('/vr/training/sessions/:sessionId/complete'; asyncHandler(acosController.completeVRTraining));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
196,server/src/routes/acos.ts,220,router.get('/vr/training/history'; asyncHandler(acosController.getVRTrainingHistory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/vr/training/history'; asyncHandler(acosController.getVRTrainingHistory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
197,server/src/routes/acos.ts,223,router.post('/jit/request'; ...requireVisionaryFeature('acosJitCompliance'); authorize('admin'; 'editor'); validateBody(requestJITAccessSchema); asyncHandler(acosController.requestJITAccess));,AUTH_MOUNT_VERIFIED,N/A,router.post('/jit/request'; ...requireVisionaryFeature('acosJitCompliance'); authorize('admin'; 'editor'); validateBody(requestJITAccessSchema); asyncHandler(acosController.requestJITAccess));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
198,server/src/routes/acos.ts,224,router.get('/jit/sessions'; asyncHandler(acosController.getJITAccessSessions));,AUTH_MOUNT_VERIFIED,N/A,router.get('/jit/sessions'; asyncHandler(acosController.getJITAccessSessions));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
199,server/src/routes/acos.ts,225,router.post('/jit/sessions/:sessionId/revoke'; authorize('admin'); asyncHandler(acosController.revokeJITSession));,AUTH_MOUNT_VERIFIED,N/A,router.post('/jit/sessions/:sessionId/revoke'; authorize('admin'); asyncHandler(acosController.revokeJITSession));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
200,server/src/routes/acos.ts,226,router.post('/jit/requests/:requestId/cancel'; asyncHandler(acosController.cancelJITAccessRequest));,AUTH_MOUNT_VERIFIED,N/A,router.post('/jit/requests/:requestId/cancel'; asyncHandler(acosController.cancelJITAccessRequest));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
201,server/src/routes/acos.ts,229,router.get('/jit/requests/pending'; authorize('admin'); asyncHandler(acosController.getPendingJITAccessRequests));,AUTH_MOUNT_VERIFIED,N/A,router.get('/jit/requests/pending'; authorize('admin'); asyncHandler(acosController.getPendingJITAccessRequests));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
202,server/src/routes/acos.ts,230,router.get('/jit/requests'; authorize('admin'); asyncHandler(acosController.getAllJITAccessRequests));,AUTH_MOUNT_VERIFIED,N/A,router.get('/jit/requests'; authorize('admin'); asyncHandler(acosController.getAllJITAccessRequests));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
203,server/src/routes/acos.ts,231,router.post('/jit/requests/:requestId/approve'; authorize('admin'); asyncHandler(acosController.approveJITAccessRequest));,AUTH_MOUNT_VERIFIED,N/A,router.post('/jit/requests/:requestId/approve'; authorize('admin'); asyncHandler(acosController.approveJITAccessRequest));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
204,server/src/routes/acos.ts,232,router.post('/jit/requests/:requestId/deny'; authorize('admin'); asyncHandler(acosController.denyJITAccessRequest));,AUTH_MOUNT_VERIFIED,N/A,router.post('/jit/requests/:requestId/deny'; authorize('admin'); asyncHandler(acosController.denyJITAccessRequest));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
205,server/src/routes/acos.ts,235,router.post('/swarm-tasks/agents'; authorize('admin'); validateBody(registerSwarmAgentSchema); asyncHandler(acosController.registerSwarmAgent));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/agents'; authorize('admin'); validateBody(registerSwarmAgentSchema); asyncHandler(acosController.registerSwarmAgent));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
206,server/src/routes/acos.ts,236,router.get('/swarm-tasks/agents'; asyncHandler(acosController.getSwarmAgents));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/agents'; asyncHandler(acosController.getSwarmAgents));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
207,server/src/routes/acos.ts,237,router.get('/swarm-tasks/agents/:agentId'; asyncHandler(acosController.getSwarmAgentById));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/agents/:agentId'; asyncHandler(acosController.getSwarmAgentById));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
208,server/src/routes/acos.ts,238,router.put('/swarm-tasks/agents/:agentId/status'; authorize('admin'); validateBody(updateSwarmAgentStatusSchema); asyncHandler(acosController.updateSwarmAgentStatus));,AUTH_MOUNT_VERIFIED,N/A,router.put('/swarm-tasks/agents/:agentId/status'; authorize('admin'); validateBody(updateSwarmAgentStatusSchema); asyncHandler(acosController.updateSwarmAgentStatus));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
209,server/src/routes/acos.ts,239,router.post('/swarm-tasks/agents/:agentId/deactivate'; authorize('admin'); asyncHandler(acosController.deactivateSwarmAgent));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/agents/:agentId/deactivate'; authorize('admin'); asyncHandler(acosController.deactivateSwarmAgent));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
210,server/src/routes/acos.ts,240,router.post('/swarm-tasks/agents/:agentId/reactivate'; authorize('admin'); asyncHandler(acosController.reactivateSwarmAgent));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/agents/:agentId/reactivate'; authorize('admin'); asyncHandler(acosController.reactivateSwarmAgent));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
211,server/src/routes/acos.ts,241,router.get('/swarm-tasks/agents/:agentId/workload'; asyncHandler(acosController.getSwarmAgentWorkload));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/agents/:agentId/workload'; asyncHandler(acosController.getSwarmAgentWorkload));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
212,server/src/routes/acos.ts,242,router.post('/swarm-tasks'; authorize('admin'; 'editor'); validateBody(submitSwarmTaskSchema); asyncHandler(acosController.submitSwarmTask));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks'; authorize('admin'; 'editor'); validateBody(submitSwarmTaskSchema); asyncHandler(acosController.submitSwarmTask));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
213,server/src/routes/acos.ts,243,router.post('/swarm-tasks/bulk'; authorize('admin'; 'editor'); validateBody(bulkSubmitSwarmTasksSchema); asyncHandler(acosController.bulkSubmitSwarmTasks));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/bulk'; authorize('admin'; 'editor'); validateBody(bulkSubmitSwarmTasksSchema); asyncHandler(acosController.bulkSubmitSwarmTasks));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
214,server/src/routes/acos.ts,244,router.get('/swarm-tasks'; asyncHandler(acosController.getAllSwarmTasks));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks'; asyncHandler(acosController.getAllSwarmTasks));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
215,server/src/routes/acos.ts,245,router.get('/swarm-tasks/active'; asyncHandler(acosController.getActiveSwarmTasks));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/active'; asyncHandler(acosController.getActiveSwarmTasks));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
216,server/src/routes/acos.ts,246,router.get('/swarm-tasks/:taskId'; asyncHandler(acosController.getSwarmTaskStatus));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/:taskId'; asyncHandler(acosController.getSwarmTaskStatus));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
217,server/src/routes/acos.ts,247,router.post('/swarm-tasks/:taskId/cancel'; authorize('admin'); asyncHandler(acosController.cancelSwarmTask));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/:taskId/cancel'; authorize('admin'); asyncHandler(acosController.cancelSwarmTask));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
218,server/src/routes/acos.ts,248,router.post('/swarm-tasks/:taskId/agents/:agentId/progress'; asyncHandler(acosController.reportSwarmTaskProgress));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/:taskId/agents/:agentId/progress'; asyncHandler(acosController.reportSwarmTaskProgress));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
219,server/src/routes/acos.ts,249,router.post('/swarm-tasks/:taskId/agents/:agentId/complete'; asyncHandler(acosController.completeSwarmTask));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/:taskId/agents/:agentId/complete'; asyncHandler(acosController.completeSwarmTask));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
220,server/src/routes/acos.ts,250,router.get('/swarm-tasks/metrics'; asyncHandler(acosController.getSwarmMetrics));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/metrics'; asyncHandler(acosController.getSwarmMetrics));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
221,server/src/routes/acos.ts,251,router.get('/swarm-tasks/metrics/history'; asyncHandler(acosController.getSwarmHistoricalMetrics));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/metrics/history'; asyncHandler(acosController.getSwarmHistoricalMetrics));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
222,server/src/routes/acos.ts,252,router.get('/swarm-tasks/metrics/alerts'; asyncHandler(acosController.getSwarmMetricAlerts));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/metrics/alerts'; asyncHandler(acosController.getSwarmMetricAlerts));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
223,server/src/routes/acos.ts,253,router.post('/swarm-tasks/metrics/alerts/:alertId/resolve'; authorize('admin'); asyncHandler(acosController.resolveSwarmMetricAlert));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm-tasks/metrics/alerts/:alertId/resolve'; authorize('admin'); asyncHandler(acosController.resolveSwarmMetricAlert));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
224,server/src/routes/acos.ts,254,router.get('/swarm-tasks/metrics/export'; asyncHandler(acosController.exportSwarmMetrics));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/metrics/export'; asyncHandler(acosController.exportSwarmMetrics));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
225,server/src/routes/acos.ts,255,router.get('/swarm-tasks/dashboard'; asyncHandler(acosController.getSwarmDashboard));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm-tasks/dashboard'; asyncHandler(acosController.getSwarmDashboard));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
226,server/src/routes/acos.ts,258,router.get('/swarm/federation-status'; asyncHandler(acosController.getFederationStatus));,AUTH_MOUNT_VERIFIED,N/A,router.get('/swarm/federation-status'; asyncHandler(acosController.getFederationStatus));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
227,server/src/routes/acos.ts,259,router.post('/swarm/participate'; authorize('admin'); asyncHandler(acosController.participateInSwarm));,AUTH_MOUNT_VERIFIED,N/A,router.post('/swarm/participate'; authorize('admin'); asyncHandler(acosController.participateInSwarm));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
228,server/src/routes/acos.ts,262,router.get('/rif/changes'; asyncHandler(acosController.getRegulatoryChanges));,AUTH_MOUNT_VERIFIED,N/A,router.get('/rif/changes'; asyncHandler(acosController.getRegulatoryChanges));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
229,server/src/routes/acos.ts,263,router.post('/rif/monitor-feeds'; authorize('admin'); asyncHandler(acosController.monitorRegulatoryFeeds));,AUTH_MOUNT_VERIFIED,N/A,router.post('/rif/monitor-feeds'; authorize('admin'); asyncHandler(acosController.monitorRegulatoryFeeds));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
230,server/src/routes/acos.ts,266,router.get('/control-loops'; asyncHandler(acosController.getControlLoops));,AUTH_MOUNT_VERIFIED,N/A,router.get('/control-loops'; asyncHandler(acosController.getControlLoops));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
231,server/src/routes/acos.ts,267,router.get('/compliance-debts'; asyncHandler(acosController.getComplianceDebts));,AUTH_MOUNT_VERIFIED,N/A,router.get('/compliance-debts'; asyncHandler(acosController.getComplianceDebts));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
232,server/src/routes/acos.ts,268,router.post('/compliance-debts'; authorize('admin'; 'editor'); validateBody(trackComplianceDebtSchema); asyncHandler(acosController.trackComplianceDebt));,AUTH_MOUNT_VERIFIED,N/A,router.post('/compliance-debts'; authorize('admin'; 'editor'); validateBody(trackComplianceDebtSchema); asyncHandler(acosController.trackComplianceDebt));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
233,server/src/routes/acos.ts,269,router.post('/compliance-debts/calculate-from-gap'; authorize('admin'; 'editor'); validateBody(calculateDebtFromGapSchema); asyncHandler(acosController.calculateDebtFromGapAnalysis));,AUTH_MOUNT_VERIFIED,N/A,router.post('/compliance-debts/calculate-from-gap'; authorize('admin'; 'editor'); validateBody(calculateDebtFromGapSchema); asyncHandler(acosController.calculateDebtFromGapAnalysis));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
234,server/src/routes/acos.ts,270,router.post('/compliance-debts/:debtId/resolve'; authorize('admin'; 'editor'); asyncHandler(acosController.resolveComplianceDebt));,AUTH_MOUNT_VERIFIED,N/A,router.post('/compliance-debts/:debtId/resolve'; authorize('admin'; 'editor'); asyncHandler(acosController.resolveComplianceDebt));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
235,server/src/routes/acos.ts,271,router.get('/compliance-debts/export'; authorize('admin'; 'editor'); asyncHandler(acosController.exportDebtReport));,AUTH_MOUNT_VERIFIED,N/A,router.get('/compliance-debts/export'; authorize('admin'; 'editor'); asyncHandler(acosController.exportDebtReport));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
236,server/src/routes/acos.ts,272,router.get('/change-impacts'; asyncHandler(acosController.getChangeImpacts));,AUTH_MOUNT_VERIFIED,N/A,router.get('/change-impacts'; asyncHandler(acosController.getChangeImpacts));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
237,server/src/routes/acos.ts,273,router.post('/change-impacts/forecast'; authorize('admin'; 'editor'); validateBody(forecastChangeImpactSchema); asyncHandler(acosController.forecastChangeImpact));,AUTH_MOUNT_VERIFIED,N/A,router.post('/change-impacts/forecast'; authorize('admin'; 'editor'); validateBody(forecastChangeImpactSchema); asyncHandler(acosController.forecastChangeImpact));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
238,server/src/routes/acos.ts,274,router.post('/change-impacts/:impactId/resolve'; authorize('admin'; 'editor'); asyncHandler(acosController.resolveChangeImpact));,AUTH_MOUNT_VERIFIED,N/A,router.post('/change-impacts/:impactId/resolve'; authorize('admin'; 'editor'); asyncHandler(acosController.resolveChangeImpact));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
239,server/src/routes/acos.ts,277,router.post('/neuro-symbolic/hybrid-reasoning'; ...requireVisionaryFeature('acosNeuroSymbolic'); authorize('admin'; 'editor'); validateBody(hybridReasoningSchema); asyncHandler(acosController.performHybridReasoning));,AUTH_MOUNT_VERIFIED,N/A,router.post('/neuro-symbolic/hybrid-reasoning'; ...requireVisionaryFeature('acosNeuroSymbolic'); authorize('admin'; 'editor'); validateBody(hybridReasoningSchema); asyncHandler(acosController.performHybridReasoning));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
240,server/src/routes/acos.ts,278,router.post('/neuro-symbolic/infer-rules'; authorize('admin'; 'editor'); asyncHandler(acosController.inferRulesFromPatterns));,AUTH_MOUNT_VERIFIED,N/A,router.post('/neuro-symbolic/infer-rules'; authorize('admin'; 'editor'); asyncHandler(acosController.inferRulesFromPatterns));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
241,server/src/routes/acos.ts,279,router.post('/neuro-symbolic/causal-reasoning'; authorize('admin'; 'editor'); asyncHandler(acosController.performCausalReasoning));,AUTH_MOUNT_VERIFIED,N/A,router.post('/neuro-symbolic/causal-reasoning'; authorize('admin'; 'editor'); asyncHandler(acosController.performCausalReasoning));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
242,server/src/routes/acos.ts,280,router.post('/neuro-symbolic/explainable-decision'; authorize('admin'; 'editor'); asyncHandler(acosController.generateExplainableDecision));,AUTH_MOUNT_VERIFIED,N/A,router.post('/neuro-symbolic/explainable-decision'; authorize('admin'; 'editor'); asyncHandler(acosController.generateExplainableDecision));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
243,server/src/routes/acos.ts,281,router.get('/neuro-symbolic/reasoning-history'; asyncHandler(acosController.getReasoningHistory));,AUTH_MOUNT_VERIFIED,N/A,router.get('/neuro-symbolic/reasoning-history'; asyncHandler(acosController.getReasoningHistory));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
244,server/src/routes/acos.ts,282,router.post('/neuro-symbolic/inferences/:inferenceId/validate'; authorize('admin'; 'editor'); asyncHandler(acosController.validateInferredRule));,AUTH_MOUNT_VERIFIED,N/A,router.post('/neuro-symbolic/inferences/:inferenceId/validate'; authorize('admin'; 'editor'); asyncHandler(acosController.validateInferredRule));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
245,server/src/routes/acos.ts,285,router.post('/homomorphic/keys/generate'; ...requireVisionaryFeature('acosHomomorphicEncryption'); authorize('admin'; 'editor'); validateBody(generateHomomorphicKeysSchema); asyncHandler(acosController.generateHomomorphicKeys));,AUTH_MOUNT_VERIFIED,N/A,router.post('/homomorphic/keys/generate'; ...requireVisionaryFeature('acosHomomorphicEncryption'); authorize('admin'; 'editor'); validateBody(generateHomomorphicKeysSchema); asyncHandler(acosController.generateHomomorphicKeys));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
246,server/src/routes/acos.ts,286,router.post('/homomorphic/encrypt'; authorize('admin'; 'editor'); validateBody(encryptDataSchema); asyncHandler(acosController.encryptData));,AUTH_MOUNT_VERIFIED,N/A,router.post('/homomorphic/encrypt'; authorize('admin'; 'editor'); validateBody(encryptDataSchema); asyncHandler(acosController.encryptData));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
247,server/src/routes/acos.ts,287,router.post('/homomorphic/decrypt'; authorize('admin'; 'editor'); validateBody(decryptDataSchema); asyncHandler(acosController.decryptData));,AUTH_MOUNT_VERIFIED,N/A,router.post('/homomorphic/decrypt'; authorize('admin'; 'editor'); validateBody(decryptDataSchema); asyncHandler(acosController.decryptData));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
248,server/src/routes/acos.ts,288,router.post('/homomorphic/linear-regression'; authorize('admin'; 'editor'); asyncHandler(acosController.performEncryptedLinearRegression));,AUTH_MOUNT_VERIFIED,N/A,router.post('/homomorphic/linear-regression'; authorize('admin'; 'editor'); asyncHandler(acosController.performEncryptedLinearRegression));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
249,server/src/routes/acos.ts,289,router.post('/homomorphic/statistics'; authorize('admin'; 'editor'); asyncHandler(acosController.computeEncryptedStatistics));,AUTH_MOUNT_VERIFIED,N/A,router.post('/homomorphic/statistics'; authorize('admin'; 'editor'); asyncHandler(acosController.computeEncryptedStatistics));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
250,server/src/routes/acos.ts,290,router.post('/homomorphic/neural-network'; authorize('admin'; 'editor'); asyncHandler(acosController.performEncryptedNeuralNetwork));,AUTH_MOUNT_VERIFIED,N/A,router.post('/homomorphic/neural-network'; authorize('admin'; 'editor'); asyncHandler(acosController.performEncryptedNeuralNetwork));,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
251,server/src/routes/dpo.ts,40,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
252,server/src/routes/dpo.ts,66,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
253,server/src/routes/dpo.ts,116,router.patch(,AUTH_MOUNT_VERIFIED,N/A,router.patch(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
254,server/src/routes/dpo.ts,159,router.delete(,AUTH_MOUNT_VERIFIED,N/A,router.delete(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
255,server/src/routes/dpo.ts,204,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
256,server/src/routes/dpo.ts,232,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
257,server/src/routes/dpo.ts,285,router.patch(,AUTH_MOUNT_VERIFIED,N/A,router.patch(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
258,server/src/routes/dpo.ts,340,router.delete(,AUTH_MOUNT_VERIFIED,N/A,router.delete(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
259,server/src/routes/dpo.ts,382,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
260,server/src/routes/dpo.ts,419,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
261,server/src/routes/dpo.ts,470,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
262,server/src/routes/hipaa.ts,35,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
263,server/src/routes/hipaa.ts,45,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
264,server/src/routes/hipaa.ts,59,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
265,server/src/routes/hipaa.ts,71,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
266,server/src/routes/hipaa.ts,81,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
267,server/src/routes/hipaa.ts,95,router.delete(,AUTH_MOUNT_VERIFIED,N/A,router.delete(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
268,server/src/routes/hipaa.ts,110,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
269,server/src/routes/hipaa.ts,121,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
270,server/src/routes/hipaa.ts,135,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
271,server/src/routes/hipaa.ts,147,router.patch(,AUTH_MOUNT_VERIFIED,N/A,router.patch(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
272,server/src/routes/hipaa.ts,162,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
273,server/src/routes/hipaa.ts,173,router.post(,AUTH_MOUNT_VERIFIED,N/A,router.post(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
274,server/src/routes/hipaa.ts,187,router.get(,AUTH_MOUNT_VERIFIED,N/A,router.get(,2026-05-28T22:30:00Z,session7_subagents_1-20,session7
