row_number,file,line,snippet,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
185,server/src/routes/iso27001.ts,48,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/iso27001.ts:38-50,"router.post('/assessments'; ...; authAsyncHandler(async (req; res) => { const data = await iso27001Service.createAssessment({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
186,server/src/routes/iso27001.ts,134,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/iso27001.ts:123-136,"router.post('/assessments/:id/risk-scenarios'; ...; authAsyncHandler(async (req; res) => { const data = await iso27001Service.createRiskScenario({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
187,server/src/routes/iso27001.ts,174,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/iso27001.ts:163-176,"router.post('/assessments/:id/corrective-actions'; ...; authAsyncHandler(async (req; res) => { const data = await iso27001Service.createCorrectiveAction({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
188,server/src/routes/cicdGates.ts,193,"res.status(201).json({ status: 'success'; data: policy });",STATUS_2XX_SUCCESS,server/src/routes/cicdGates.ts:180-200,"const policy = await prisma.cICDGatePolicy.create({...}); res.status(201).json({ status: 'success'; data: policy });",2026-05-25T00:00:00Z,controllers_chunk_04
189,server/src/routes/cicdGates.ts,414,"res.status(201).json({ status: 'success'; data: result });",STATUS_2XX_SUCCESS,server/src/routes/cicdGates.ts:400-421,"const result = await prisma.cICDGateResult.create({...}); res.status(201).json({ status: 'success'; data: result });",2026-05-25T00:00:00Z,controllers_chunk_04
190,server/src/routes/ticketing.ts,1346,return res.status(200).json({ message: 'Accepted (no org context)' });,STATUS_4XX_VALIDATION_OK,server/src/routes/ticketing.ts:1340-1348,"if (!orgId) { logger.warn(`[Ticketing Webhook] No organization ID in ${provider} webhook`); return res.status(200).json({ message: 'Accepted (no org context)' }); }",2026-05-25T00:00:00Z,controllers_chunk_04
191,server/src/routes/ticketing.ts,1370,"res.status(200).json({ received: true; processed: false; error: error.message });",STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/ticketing.ts:1367-1372,"} catch (error: any) { logger.error(`[Ticketing Webhook] Error processing ${provider} webhook`; error); // Always return 200 so the webhook provider does not retry indefinitely; res.status(200).json({ received: true; processed: false; error: error.message }); }",2026-05-25T00:00:00Z,controllers_chunk_04
192,server/src/routes/pciDss.ts,65,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:55-67,"router.post('/scopes'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.createScope({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
193,server/src/routes/pciDss.ts,111,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:102-113,"router.post('/scopes/:id/seed-requirements'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.bulkSeedRequirements(...); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
194,server/src/routes/pciDss.ts,141,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:131-143,"router.post('/requirements'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.upsertRequirement({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
195,server/src/routes/pciDss.ts,187,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:177-189,"router.post('/evidence'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.createEvidence({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
196,server/src/routes/pciDss.ts,241,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:231-243,"router.post('/findings'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.createQSAFinding({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
197,server/src/routes/pciDss.ts,284,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:274-286,"router.post('/ccws'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.createCCW({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
198,server/src/routes/pciDss.ts,313,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:303-315,"router.post('/rocs'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.createROC({...}); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
199,server/src/routes/pciDss.ts,342,"res.status(201).json({ status: 'success'; data });",STATUS_2XX_SUCCESS,server/src/routes/pciDss.ts:330-344,"router.post('/rocs/:id/aoc'; ...; authAsyncHandler(async (req; res) => { const data = await pciDssService.generateAOC(...); res.status(201).json({ status: 'success'; data }); }));",2026-05-25T00:00:00Z,controllers_chunk_04
200,server/src/routes/dashboards.ts,269,"res.status(201).json({ status: 'success'; data: dashboard });",STATUS_2XX_SUCCESS,server/src/routes/dashboards.ts:250-275,"const dashboard = await prisma.customDashboard.create({...}); res.status(201).json({ status: 'success'; data: dashboard });",2026-05-25T00:00:00Z,controllers_chunk_04
201,server/src/routes/dashboards.ts,435,"res.status(201).json({ status: 'success', data: widget });",STATUS_2XX_SUCCESS,server/src/routes/dashboards.ts:420-441,"const widget = await prisma.dashboardWidget.create({...}); res.status(201).json({ status: 'success'; data: widget }); } catch (error) { if (error instanceof AppError) throw error; logger.error(...); throw new AppError('Failed to add widget'; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
202,server/src/routes/dashboards.ts,607,"res.status(201).json({ status: 'success', data: cloned });",STATUS_2XX_SUCCESS,server/src/routes/dashboards.ts:590-614,"res.status(201).json({ status: 'success'; data: cloned }); } catch (error) { if (error instanceof AppError) throw error; logger.error('Error cloning dashboard:'; error); throw new AppError('Failed to clone dashboard'; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
203,server/src/routes/sso.ts,160,res.status(400).json({ error: 'SAMLResponse is required' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:155-165,"if (!SAMLResponse) { res.status(400).json({ error: 'SAMLResponse is required' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
204,server/src/routes/sso.ts,182,res.status(404).json({ error: 'No matching SSO configuration found' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:178-185,"if (!ssoConfig) { logger.warn(`SSO ACS: No matching SSO configuration found for issuer: ${issuer}`); res.status(404).json({ error: 'No matching SSO configuration found' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
205,server/src/routes/sso.ts,192,res.status(401).json({ error: 'SSO configuration incomplete — certificate required for signature verification' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:186-194,"if (!ssoConfig.certificate) { logger.error('SSO ACS: Certificate not configured — rejecting SAML response'; {...}); res.status(401).json({ error: 'SSO configuration incomplete — certificate required for signature verification' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
206,server/src/routes/sso.ts,200,res.status(401).json({ error: 'SAML signature verification failed' });,STATUS_4XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:196-202,"try { verifySamlSignature(samlResponseXml; ssoConfig.certificate); } catch (sigError: any) { logger.error('SSO ACS: SAML signature verification failed'; {...}); res.status(401).json({ error: 'SAML signature verification failed' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
207,server/src/routes/sso.ts,207,res.status(400).json({ error: 'Invalid SAML response: NameID not found' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:204-209,"if (!samlClaims.nameId) { logger.warn('SSO ACS: Could not extract NameID from SAML response'); res.status(400).json({ error: 'Invalid SAML response: NameID not found' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
208,server/src/routes/sso.ts,243,res.status(403).json({ error: 'User not found and auto-provisioning is disabled' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:242-245,"if (!user) { res.status(403).json({ error: 'User not found and auto-provisioning is disabled' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
209,server/src/routes/sso.ts,248,res.status(403).json({ error: 'User account is disabled' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:247-250,"if (!user.active) { res.status(403).json({ error: 'User account is disabled' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
210,server/src/routes/sso.ts,304,res.status(500).json({ error: 'SSO authentication failed' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:302-306,"} catch (error) { logger.error('SSO ACS error:'; error); res.status(500).json({ error: 'SSO authentication failed' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
211,server/src/routes/sso.ts,326,res.status(404).json({ error: 'Organization not found' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:320-328,"const organization = await prisma.organization.findFirst({...}); if (!organization) { res.status(404).json({ error: 'Organization not found' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
212,server/src/routes/sso.ts,335,res.status(404).json({ error: 'SSO is not configured or not enabled for this organization' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:330-337,"if (!ssoConfig || !ssoConfig.enabled) { res.status(404).json({ error: 'SSO is not configured or not enabled for this organization' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
213,server/src/routes/sso.ts,340,res.status(400).json({ error: 'SSO URL is not configured' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:339-342,"if (!ssoConfig.ssoUrl) { res.status(400).json({ error: 'SSO URL is not configured' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
214,server/src/routes/sso.ts,374,res.status(500).json({ error: 'Failed to initiate SSO login' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:372-376,"} catch (error) { logger.error('SSO login initiation error:'; error); res.status(500).json({ error: 'Failed to initiate SSO login' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
215,server/src/routes/sso.ts,416,res.status(500).json({ error: 'Failed to fetch SSO configuration' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:414-418,"} catch (error) { logger.error('Error fetching SSO config:'; error); res.status(500).json({ error: 'Failed to fetch SSO configuration' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
216,server/src/routes/sso.ts,487,res.status(500).json({ error: 'Failed to save SSO configuration' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:485-489,"} catch (error) { logger.error('Error creating/updating SSO config:'; error); res.status(500).json({ error: 'Failed to save SSO configuration' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
217,server/src/routes/sso.ts,508,res.status(404).json({ error: 'SSO configuration not found' });,STATUS_4XX_VALIDATION_OK,server/src/routes/sso.ts:503-510,"const existing = await prisma.sSOConfiguration.findUnique({...}); if (!existing) { res.status(404).json({ error: 'SSO configuration not found' }); return; }",2026-05-25T00:00:00Z,controllers_chunk_05
218,server/src/routes/sso.ts,519,res.status(500).json({ error: 'Failed to delete SSO configuration' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:517-521,"} catch (error) { logger.error('Error deleting SSO config:'; error); res.status(500).json({ error: 'Failed to delete SSO configuration' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
219,server/src/routes/sso.ts,567,res.status(500).json({ error: 'Failed to generate SP metadata' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:565-569,"} catch (error) { logger.error('Error generating SP metadata:'; error); res.status(500).json({ error: 'Failed to generate SP metadata' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
220,server/src/routes/sso.ts,655,res.status(500).json({ error: 'Failed to test SSO configuration' });,STATUS_5XX_INLINE_ERROR_BYPASS,server/src/routes/sso.ts:653-657,"} catch (error) { logger.error('Error testing SSO configuration:'; error); res.status(500).json({ error: 'Failed to test SSO configuration' }); }",2026-05-25T00:00:00Z,controllers_chunk_05
221,server/src/routes/roles.ts,150,"res.status(201).json({ status: 'success', data: role });",STATUS_2XX_SUCCESS,server/src/routes/roles.ts:135-156,"res.status(201).json({ status: 'success'; data: role }); } catch (error) { if (error instanceof AppError) throw error; logger.error('Error creating custom role:'; error); throw new AppError(...; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
222,server/src/routes/roles.ts,321,"res.status(201).json({ status: 'success', data: permission });",STATUS_2XX_SUCCESS,server/src/routes/roles.ts:305-327,"const permission = await prisma.rolePermission.create({...}); res.status(201).json({ status: 'success'; data: permission }); } catch (error) { if (error instanceof AppError) throw error; logger.error(...); throw new AppError(...; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
223,server/src/routes/roles.ts,487,"res.status(201).json({ status: 'success', data: assignment });",STATUS_2XX_SUCCESS,server/src/routes/roles.ts:470-493,"const assignment = await prisma.userRole.create({...}); res.status(201).json({ status: 'success'; data: assignment }); } catch (error) { if (error instanceof AppError) throw error; logger.error(...); throw new AppError(...; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
224,server/src/routes/controlTesting.ts,311,"res.status(201).json({ status: 'success', data: test });",STATUS_2XX_SUCCESS,server/src/routes/controlTesting.ts:295-318,"const test = await prisma.controlTest.create({...}); res.status(201).json({ status: 'success'; data: test }); } catch (error) { if (error instanceof AppError) throw error; logger.error(...); throw new AppError('Failed to create control test'; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
225,server/src/routes/controlTesting.ts,451,"res.status(201).json({ status: 'success', data: result });",STATUS_2XX_SUCCESS,server/src/routes/controlTesting.ts:435-458,"res.status(201).json({ status: 'success'; data: result }); } catch (error) { if (error instanceof AppError) throw error; logger.error('Error running control test:'; error); throw new AppError('Failed to run control test'; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
226,server/src/routes/vendors.ts,28,res.status(201).json(vendor);,STATUS_2XX_SUCCESS,server/src/routes/vendors.ts:18-30,"router.post('/'; ... authAsyncHandler(async (req; res) => { const vendor = await vendorRiskService.createVendor({...}); res.status(201).json(vendor); }));",2026-05-25T00:00:00Z,controllers_chunk_05
227,server/src/routes/vendors.ts,43,res.status(201).json(assessment);,STATUS_2XX_SUCCESS,server/src/routes/vendors.ts:33-45,"router.post('/:id/assessments'; ... authAsyncHandler(async (req; res) => { const assessment = await vendorRiskService.createVendorAssessment({...}); res.status(201).json(assessment); }));",2026-05-25T00:00:00Z,controllers_chunk_05
228,server/src/routes/dora.ts,100,res.status(201).json(assessment);,STATUS_2XX_SUCCESS,server/src/routes/dora.ts:89-102,"router.post('/risk-assessments'; ... asyncHandler(async (req; res) => { const assessment = await doraService.createICTRiskAssessment({...}); res.status(201).json(assessment); }));",2026-05-25T00:00:00Z,controllers_chunk_05
229,server/src/routes/dora.ts,188,res.status(201).json(incident);,STATUS_2XX_SUCCESS,server/src/routes/dora.ts:177-190,"router.post('/incidents'; ... asyncHandler(async (req; res) => { const incident = await doraService.createICTIncident({...}); res.status(201).json(incident); }));",2026-05-25T00:00:00Z,controllers_chunk_05
230,server/src/routes/dora.ts,295,res.status(201).json(provider);,STATUS_2XX_SUCCESS,server/src/routes/dora.ts:285-297,"router.post('/third-party-providers'; ... asyncHandler(async (req; res) => { const provider = await doraService.createThirdPartyProvider({...}); res.status(201).json(provider); }));",2026-05-25T00:00:00Z,controllers_chunk_05
231,server/src/routes/dora.ts,372,res.status(201).json(test);,STATUS_2XX_SUCCESS,server/src/routes/dora.ts:361-374,"router.post('/resilience-tests'; ... asyncHandler(async (req; res) => { const test = await doraService.createResilienceTest({...}); res.status(201).json(test); }));",2026-05-25T00:00:00Z,controllers_chunk_05
232,server/src/routes/dora.ts,469,res.status(201).json(entry);,STATUS_2XX_SUCCESS,server/src/routes/dora.ts:459-471,"router.post('/information-register'; ... asyncHandler(async (req; res) => { const entry = await doraService.createInformationRegisterEntry({...}); res.status(201).json(entry); }));",2026-05-25T00:00:00Z,controllers_chunk_05
233,server/src/routes/bia.ts,281,"res.status(201).json({ status: 'success', data: process });",STATUS_2XX_SUCCESS,server/src/routes/bia.ts:270-288,"res.status(201).json({ status: 'success'; data: process }); } catch (error) { if (error instanceof AppError) throw error; logger.error('Error creating business process:'; error); throw new AppError('Failed to create business process'; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
234,server/src/routes/bia.ts,454,"res.status(201).json({ status: 'success', data: dependency });",STATUS_2XX_SUCCESS,server/src/routes/bia.ts:440-461,"const dependency = await prisma.processDependency.create({...}); res.status(201).json({ status: 'success'; data: dependency }); } catch (error) { if (error instanceof AppError) throw error; logger.error('Error adding dependency:'; error); throw new AppError('Failed to add dependency'; 500); }",2026-05-25T00:00:00Z,controllers_chunk_05
