op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,notes
252,server/src/services/advanced/swarmTaskAllocationService.ts,1912,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private async checkAndQueueDependentTasks(completedTaskId: string): Promise<void,server/src/services/advanced/swarmTaskAllocationService.ts:1912,non-prisma: this.activeTasks.delete(task.id);
253,server/src/services/advanced/temporalGraphNetworkService.ts,156,riskPrediction,create,ORG_IN_WHERE_OR_DATA,async predictFutureRisks(,server/src/services/advanced/temporalGraphNetworkService.ts:46,organizationId referenced before write in function
254,server/src/services/advanced/temporalGraphNetworkService.ts,684,riskPrediction,deleteMany,ORG_IN_WHERE_OR_DATA,async refreshRiskPredictions(,server/src/services/advanced/temporalGraphNetworkService.ts:679,organizationId in prisma where/data
255,server/src/services/advanced/temporalGraphNetworkService.ts,1239,auditLog,create,ORG_IN_WHERE_OR_DATA,async acknowledgeWarning(,server/src/services/advanced/temporalGraphNetworkService.ts:1233,organizationId in prisma where/data
256,server/src/services/advanced/temporalGraphNetworkService.ts,1272,auditLog,create,ORG_IN_WHERE_OR_DATA,"private async trackFalsePositive(organizationId: string, warningId: string): Pro",server/src/services/advanced/temporalGraphNetworkService.ts:1269,organizationId in prisma where/data
257,server/src/services/advanced/temporalGraphNetworkService.ts,1637,complianceTrajectory,deleteMany,ORG_IN_WHERE_OR_DATA,async recalculateTrajectory(,server/src/services/advanced/temporalGraphNetworkService.ts:1632,organizationId in prisma where/data
258,server/src/services/advanced/vrCollaborativeReviewService.ts,530,vRCollaborativeSession,updateMany,NON_PRISMA_FALSE_POSITIVE,private async markSessionExpired(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:530,non-prisma: this.activeSessions.delete(sessionId);
259,server/src/services/advanced/vrCollaborativeReviewService.ts,531,vRCollaborativeSession,updateMany,NON_PRISMA_FALSE_POSITIVE,private async markSessionExpired(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:531,non-prisma: this.sessionParticipants.delete(sessionId);
260,server/src/services/advanced/vrCollaborativeReviewService.ts,532,vRCollaborativeSession,updateMany,NON_PRISMA_FALSE_POSITIVE,private async markSessionExpired(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:532,non-prisma: this.sessionChats.delete(sessionId);
261,server/src/services/advanced/vrCollaborativeReviewService.ts,533,vRCollaborativeSession,updateMany,NON_PRISMA_FALSE_POSITIVE,private async markSessionExpired(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:533,non-prisma: this.voiceChatStates.delete(sessionId);
262,server/src/services/advanced/vrCollaborativeReviewService.ts,534,vRCollaborativeSession,updateMany,NON_PRISMA_FALSE_POSITIVE,private async markSessionExpired(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:534,non-prisma: this.annotations.delete(sessionId);
263,server/src/services/advanced/vrCollaborativeReviewService.ts,537,vRCollaborativeSession,updateMany,ORG_IN_WHERE_OR_DATA,private async markSessionExpired(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:604,organizationId present in function (1 refs)
264,server/src/services/advanced/vrCollaborativeReviewService.ts,736,vRCollaborativeSession,create,ORG_IN_WHERE_OR_DATA,async createSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:646,organizationId referenced before write in function
265,server/src/services/advanced/vrCollaborativeReviewService.ts,757,auditLog,create,ORG_IN_WHERE_OR_DATA,async createSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:646,organizationId referenced before write in function
266,server/src/services/advanced/vrCollaborativeReviewService.ts,855,vRCollaborativeSession,update,PARENT_ORG_VERIFIED,async joinSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:799,session from activeSessions map populated at createSession with organizationId
267,server/src/services/advanced/vrCollaborativeReviewService.ts,864,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,async joinSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:873,auditLog.create includes organizationId: session.organizationId
268,server/src/services/advanced/vrCollaborativeReviewService.ts,903,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async leaveSession(sessionId: string, userId: string): Promise<void> {",server/src/services/advanced/vrCollaborativeReviewService.ts:903,non-prisma: this.sessionParticipants.get(sessionId)?.delete(userId);
269,server/src/services/advanced/vrCollaborativeReviewService.ts,922,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,"async leaveSession(sessionId: string, userId: string): Promise<void> {",server/src/services/advanced/vrCollaborativeReviewService.ts:939,organizationId present in function (1 refs)
270,server/src/services/advanced/vrCollaborativeReviewService.ts,931,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,"async leaveSession(sessionId: string, userId: string): Promise<void> {",server/src/services/advanced/vrCollaborativeReviewService.ts:939,organizationId in prisma where/data
271,server/src/services/advanced/vrCollaborativeReviewService.ts,970,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,"async startSession(sessionId: string, hostUserId: string): Promise<VRSession> {",server/src/services/advanced/vrCollaborativeReviewService.ts:987,organizationId present in function (1 refs)
272,server/src/services/advanced/vrCollaborativeReviewService.ts,979,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,"async startSession(sessionId: string, hostUserId: string): Promise<VRSession> {",server/src/services/advanced/vrCollaborativeReviewService.ts:987,organizationId in prisma where/data
273,server/src/services/advanced/vrCollaborativeReviewService.ts,1025,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1048,organizationId present in function (1 refs)
274,server/src/services/advanced/vrCollaborativeReviewService.ts,1039,auditLog,create,ORG_IN_WHERE_OR_DATA,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1048,organizationId in prisma where/data
275,server/src/services/advanced/vrCollaborativeReviewService.ts,1054,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1054,non-prisma: this.activeSessions.delete(sessionId);
276,server/src/services/advanced/vrCollaborativeReviewService.ts,1055,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1055,non-prisma: this.sessionParticipants.delete(sessionId);
277,server/src/services/advanced/vrCollaborativeReviewService.ts,1056,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1056,non-prisma: this.sessionChats.delete(sessionId);
278,server/src/services/advanced/vrCollaborativeReviewService.ts,1057,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1057,non-prisma: this.voiceChatStates.delete(sessionId);
279,server/src/services/advanced/vrCollaborativeReviewService.ts,1058,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async endSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1058,non-prisma: this.annotations.delete(sessionId);
280,server/src/services/advanced/vrCollaborativeReviewService.ts,1120,auditLog,create,ORG_IN_WHERE_OR_DATA,async addAnnotation(,server/src/services/advanced/vrCollaborativeReviewService.ts:1125,organizationId in prisma where/data
281,server/src/services/advanced/vrCollaborativeReviewService.ts,1214,vRTrainingScenario,create,ORG_IN_WHERE_OR_DATA,async createTrainingScenario(,server/src/services/advanced/vrCollaborativeReviewService.ts:1217,organizationId in prisma where/data
282,server/src/services/advanced/vrCollaborativeReviewService.ts,1268,vRTrainingSession,create,ORG_IN_WHERE_OR_DATA,async startTrainingSession(,server/src/services/advanced/vrCollaborativeReviewService.ts:1255,organizationId in prisma where/data
283,server/src/services/advanced/vrCollaborativeReviewService.ts,1459,auditLog,create,ORG_IN_WHERE_OR_DATA,async completeTraining(,server/src/services/advanced/vrCollaborativeReviewService.ts:1464,organizationId in prisma where/data
284,server/src/services/advanced/vrCollaborativeReviewService.ts,1470,auditLog,create,ORG_IN_WHERE_OR_DATA,async completeTraining(,server/src/services/advanced/vrCollaborativeReviewService.ts:1464,organizationId in prisma where/data
285,server/src/services/advanced/vrCollaborativeReviewService.ts,1562,auditLog,create,ORG_IN_WHERE_OR_DATA,async startRecording(,server/src/services/advanced/vrCollaborativeReviewService.ts:1571,organizationId in prisma where/data
286,server/src/services/advanced/vrCollaborativeReviewService.ts,1633,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async getActiveSessions(organizationId: string): Promise<VRSession[]> {,server/src/services/advanced/vrCollaborativeReviewService.ts:1633,non-prisma: this.activeSessions.delete(dbSession.sessionId);
287,server/src/services/advanced/vrCollaborativeReviewService.ts,1682,vRSessionPerformance,create,ORG_IN_WHERE_OR_DATA,async recordPerformanceMetrics(,server/src/services/advanced/vrCollaborativeReviewService.ts:1675,organizationId referenced before write in function
288,server/src/services/advanced/vrCollaborativeReviewService.ts,1791,auditLog,create,ORG_IN_WHERE_OR_DATA,async editAnnotation(,server/src/services/advanced/vrCollaborativeReviewService.ts:1796,organizationId in prisma where/data
289,server/src/services/advanced/vrCollaborativeReviewService.ts,1837,auditLog,create,ORG_IN_WHERE_OR_DATA,async deleteAnnotation(,server/src/services/advanced/vrCollaborativeReviewService.ts:1842,organizationId in prisma where/data
290,server/src/services/advanced/vrCollaborativeReviewService.ts,1968,auditLog,create,ORG_IN_WHERE_OR_DATA,async addVoiceAnnotation(,server/src/services/advanced/vrCollaborativeReviewService.ts:1973,organizationId in prisma where/data
291,server/src/services/advanced/vrCollaborativeReviewService.ts,2214,auditLog,create,ORG_IN_WHERE_OR_DATA,private async initializeWebRTCConnections(sessionId: string): Promise<void> {,server/src/services/advanced/vrCollaborativeReviewService.ts:2225,organizationId in prisma where/data
292,server/src/services/advanced/vrCollaborativeReviewService.ts,2370,auditLog,create,ORG_IN_WHERE_OR_DATA,async joinVoiceChat(,server/src/services/advanced/vrCollaborativeReviewService.ts:2379,auditLog.create includes organizationId: session.organizationId
293,server/src/services/advanced/vrCollaborativeReviewService.ts,2526,auditLog,create,ORG_IN_WHERE_OR_DATA,async enableScreenSharing(,server/src/services/advanced/vrCollaborativeReviewService.ts:2537,organizationId in prisma where/data
294,server/src/services/advanced/vrCollaborativeReviewService.ts,3789,auditLog,create,ORG_IN_WHERE_OR_DATA,async loadScenarioFromTemplate(,server/src/services/advanced/vrCollaborativeReviewService.ts:3504,organizationId referenced before write in function
295,server/src/services/advanced/webrtcSignalingService.ts,284,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private dtlsFingerprints: Map<string, string> = new Map();",server/src/services/advanced/webrtcSignalingService.ts:284,non-prisma: this.sessions.delete(sessionId);
296,server/src/services/advanced/webrtcSignalingService.ts,625,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private handleJoinSession(,server/src/services/advanced/webrtcSignalingService.ts:625,non-prisma: this.peersBySocket.delete(oldPeer.socketId);
297,server/src/services/advanced/webrtcSignalingService.ts,626,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private handleJoinSession(,server/src/services/advanced/webrtcSignalingService.ts:626,non-prisma: this.reconnectStates.delete(existingPeerId);
298,server/src/services/advanced/webrtcSignalingService.ts,1266,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private handleDisconnect(socket: AuthenticatedSocket, reason: string): void {",server/src/services/advanced/webrtcSignalingService.ts:1266,non-prisma: this.reconnectStates.delete(peerId);
299,server/src/services/advanced/webrtcSignalingService.ts,1271,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private handleDisconnect(socket: AuthenticatedSocket, reason: string): void {",server/src/services/advanced/webrtcSignalingService.ts:1271,non-prisma: this.peersBySocket.delete(socket.id);
300,server/src/services/advanced/webrtcSignalingService.ts,1292,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",server/src/services/advanced/webrtcSignalingService.ts:1292,non-prisma: this.peersBySocket.delete(peer.socketId);
301,server/src/services/advanced/webrtcSignalingService.ts,1295,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",server/src/services/advanced/webrtcSignalingService.ts:1295,non-prisma: this.dtlsFingerprints.delete(key);
302,server/src/services/advanced/webrtcSignalingService.ts,1298,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",server/src/services/advanced/webrtcSignalingService.ts:1298,non-prisma: this.qualityHistory.delete(peerId);
303,server/src/services/advanced/webrtcSignalingService.ts,1299,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",server/src/services/advanced/webrtcSignalingService.ts:1299,non-prisma: this.reconnectStates.delete(peerId);
304,server/src/services/advanced/webrtcSignalingService.ts,1301,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",server/src/services/advanced/webrtcSignalingService.ts:1301,non-prisma: room.peers.delete(peerId);
305,server/src/services/advanced/webrtcSignalingService.ts,1460,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private generateTURNCredentials(): { username: string; credential: string } {,server/src/services/advanced/webrtcSignalingService.ts:1460,non-prisma: hmac.update(username);
306,server/src/services/advanced/webrtcSignalingService.ts,1613,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private startHeartbeatMonitor(): void {,server/src/services/advanced/webrtcSignalingService.ts:1613,non-prisma: this.eventRateLimits.delete(key);
307,server/src/services/advanced/webrtcSignalingService.ts,1620,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private startHeartbeatMonitor(): void {,server/src/services/advanced/webrtcSignalingService.ts:1620,non-prisma: this.ipConnectionCounts.delete(ip);
308,server/src/services/advanced/webrtcSignalingService.ts,1669,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private startStaleSessionCleanup(): void {,server/src/services/advanced/webrtcSignalingService.ts:1669,non-prisma: this.sessions.delete(sessionId);
309,server/src/services/advanced/whisperService.ts,122,unknown,unknown,ORG_IN_WHERE_OR_DATA,async transcribeAudio(,server/src/services/advanced/whisperService.ts:91,organizationId referenced before write in function
310,server/src/services/advanced/whisperService.ts,163,transcriptionResult,create,ORG_IN_WHERE_OR_DATA,async transcribeAudio(,server/src/services/advanced/whisperService.ts:165,organizationId in prisma where/data
311,server/src/services/advanced/whisperService.ts,267,unknown,unknown,ORG_IN_WHERE_OR_DATA,async transcribeVideo(,server/src/services/advanced/whisperService.ts:238,organizationId referenced before write in function
312,server/src/services/advanced/whisperService.ts,304,transcriptionResult,create,ORG_IN_WHERE_OR_DATA,async transcribeVideo(,server/src/services/advanced/whisperService.ts:306,organizationId in prisma where/data
313,server/src/services/advanced/whisperService.ts,454,unknown,unknown,ORG_IN_WHERE_OR_DATA,async detectLanguage(,server/src/services/advanced/whisperService.ts:428,organizationId referenced before write in function
314,server/src/services/advanced/whisperService.ts,641,transcriptionResult,updateMany,ORG_IN_WHERE_OR_DATA,async transcribeWithDiarization(,server/src/services/advanced/whisperService.ts:487,organizationId referenced before write in function
315,server/src/services/advanced/whisperService.ts,750,transcriptionResult,deleteMany,ORG_IN_WHERE_OR_DATA,async deleteTranscription(,server/src/services/advanced/whisperService.ts:747,organizationId in prisma where/data
316,server/src/services/advanced/zeroKnowledgeService.ts,430,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private createSimulatedProof(circuitName: string, input: any): ZKProof {",server/src/services/advanced/zeroKnowledgeService.ts:430,non-prisma: hmac.update(inputSeed);
317,server/src/services/advanced/zeroKnowledgeService.ts,536,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private hashToFieldElement(data: string): bigint {,server/src/services/advanced/zeroKnowledgeService.ts:536,non-prisma: const hash = crypto.createHash('sha256').update(data).digest();
318,server/src/services/advanced/zeroKnowledgeService.ts,561,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,private generateProofId(proof: ZKProof): string {,server/src/services/advanced/zeroKnowledgeService.ts:561,non-prisma: return crypto.createHash('sha256').update(proofString).digest('hex');
319,server/src/services/advanced/zeroKnowledgeService.ts,574,auditLog,create,ORG_IN_WHERE_OR_DATA,private async storeProofMetadata(metadata: {,server/src/services/advanced/zeroKnowledgeService.ts:568,organizationId in prisma where/data
320,server/src/services/advanced/zeroTrustService.ts,301,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async verifyDeviceTrust(,server/src/services/advanced/zeroTrustService.ts:301,non-prisma: return crypto.createHash('sha256').update(data).digest('hex');
321,server/src/services/advanced/zeroTrustService.ts,672,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async evaluateAccessRequest(,server/src/services/advanced/zeroTrustService.ts:672,"non-prisma: crypto.createHash('sha256').update(request.deviceId).digest('hex'),"
322,server/src/services/advanced/zeroTrustService.ts,940,zeroTrustPolicy,create,ORG_IN_WHERE_OR_DATA,async createPolicy(,server/src/services/advanced/zeroTrustService.ts:929,organizationId in prisma where/data
323,server/src/services/advanced/zeroTrustService.ts,1146,deviceTrust,upsert,ORG_IN_WHERE_OR_DATA,private async storeDeviceTrust(,server/src/services/advanced/zeroTrustService.ts:1143,organizationId in prisma where/data
324,server/src/services/aiRmfService.ts,32,unknown,unknown,ORG_IN_WHERE_OR_DATA,"async createAISystem(organizationId: string, data: {",server/src/services/aiRmfService.ts:20,organizationId in prisma where/data
325,server/src/services/aiRmfService.ts,225,aISystem,update,ORG_IN_PRIOR_findFirst,"async updateAISystem(organizationId: string, aiSystemId: string, updates: any, u",server/src/services/aiRmfService.ts:206,prior findFirst/findUnique with organizationId
326,server/src/services/aiRmfService.ts,298,aISystem,delete,ORG_IN_WHERE_OR_DATA,"async deleteAISystem(organizationId: string, aiSystemId: string, userId?: string",server/src/services/aiRmfService.ts:283,organizationId in prisma where/data
327,server/src/services/aiRmfService.ts,321,unknown,unknown,PARENT_ORG_VERIFIED,"private async initializeCoreFunctions(aiSystemId: string, tx: Parameters<Paramet",server/src/services/aiRmfService.ts:47,initializeCoreFunctions called inside createAiSystem transaction after org-scoped create
328,server/src/services/aiRmfService.ts,354,unknown,unknown,ORG_IN_WHERE_OR_DATA,"private async initializeCategories(aiSystemId: string, functionName: string, tx:",server/src/services/aiRmfService.ts:407,organizationId present in function (2 refs)
329,server/src/services/aiRmfService.ts,371,unknown,unknown,ORG_IN_WHERE_OR_DATA,"private async initializeCategories(aiSystemId: string, functionName: string, tx:",server/src/services/aiRmfService.ts:407,organizationId present in function (2 refs)
330,server/src/services/aiRmfService.ts,431,aIRMFCoreFunction,update,ORG_IN_PRIOR_findFirst,"async updateCoreFunction(organizationId: string, aiSystemId: string, functionNam",server/src/services/aiRmfService.ts:409,prior findFirst/findUnique with organizationId
331,server/src/services/aiRmfService.ts,503,aIRMFCategory,update,ORG_IN_WHERE_OR_DATA,"async updateCategory(organizationId: string, categoryId: string, updates: any, u",server/src/services/aiRmfService.ts:481,organizationId referenced before write in function
332,server/src/services/aiRmfService.ts,581,aIRMFSubcategory,update,ORG_IN_WHERE_OR_DATA,"async updateSubcategory(organizationId: string, subcategoryId: string, updates: ",server/src/services/aiRmfService.ts:551,organizationId referenced before write in function
333,server/src/services/aiRmfService.ts,664,aIRMFCategory,update,PARENT_ORG_VERIFIED,private async recalculateCategoryCompletion(categoryId: string) {,server/src/services/aiRmfService.ts:587,recalculateCategoryCompletion invoked from org-scoped subcategory update chain
334,server/src/services/aiRmfService.ts,713,aIRMFCoreFunction,update,PARENT_ORG_VERIFIED,private async recalculateCoreFunctionCompletion(coreFunctionId: string) {,server/src/services/aiRmfService.ts:670,recalculateCoreFunctionCompletion invoked from category recalc chain
335,server/src/services/aiRmfService.ts,741,unknown,unknown,ORG_IN_WHERE_OR_DATA,"private async initializeTrustworthinessCharacteristics(aiSystemId: string, tx: P",server/src/services/aiRmfService.ts:770,organizationId present in function (3 refs)
336,server/src/services/aiRmfService.ts,795,aIRMFTrustworthinessCharacteristic,update,ORG_IN_WHERE_OR_DATA,"async updateTrustworthinessCharacteristic(organizationId: string, aiSystemId: st",server/src/services/aiRmfService.ts:801,organizationId in prisma where/data
337,server/src/services/aiRmfService.ts,860,unknown,unknown,ORG_IN_WHERE_OR_DATA,"private async initializeLifecycleStages(aiSystemId: string, tx: Parameters<Param",server/src/services/aiRmfService.ts:886,organizationId present in function (3 refs)
338,server/src/services/aiRmfService.ts,911,aIRMFLifecycleStage,update,ORG_IN_PRIOR_findFirst,"async updateLifecycleStage(organizationId: string, aiSystemId: string, stage: st",server/src/services/aiRmfService.ts:888,prior findFirst/findUnique with organizationId
339,server/src/services/aiRmfService.ts,993,aIRMFActor,create,ORG_IN_WHERE_OR_DATA,"async addActor(organizationId: string, aiSystemId: string, data: {",server/src/services/aiRmfService.ts:984,organizationId in prisma where/data
340,server/src/services/aiRmfService.ts,1027,aIRMFActor,delete,ORG_IN_WHERE_OR_DATA,"async removeActor(organizationId: string, actorId: string) {",server/src/services/aiRmfService.ts:1014,organizationId in prisma where/data
341,server/src/services/aiRmfService.ts,1085,aIRMFAssessment,create,ORG_IN_PRIOR_findFirst,"async createAssessment(organizationId: string, aiSystemId: string, data: {",server/src/services/aiRmfService.ts:1056,prior findFirst/findUnique with organizationId
342,server/src/services/aiRmfService.ts,1165,aIRMFAssessment,delete,ORG_IN_WHERE_OR_DATA,"async deleteAssessment(organizationId: string, assessmentId: string, userId?: st",server/src/services/aiRmfService.ts:1180,organizationId in prisma where/data
343,server/src/services/aiRmfService.ts,1269,aIRMFProfile,create,ORG_IN_WHERE_OR_DATA,"async createProfile(organizationId: string, aiSystemId: string, data: {",server/src/services/aiRmfService.ts:1262,organizationId in prisma where/data
344,server/src/services/aiRmfService.ts,1330,aIRMFRiskActivity,create,ORG_IN_WHERE_OR_DATA,"async createRiskActivity(organizationId: string, aiSystemId: string, data: {",server/src/services/aiRmfService.ts:1321,organizationId in prisma where/data
345,server/src/services/aiRmfService.ts,1404,aIRMFRiskActivity,update,ORG_IN_WHERE_OR_DATA,"async updateRiskActivity(organizationId: string, riskActivityId: string, updates",server/src/services/aiRmfService.ts:1381,organizationId referenced before write in function
346,server/src/services/aiRmfService.ts,1474,aISystem,update,ORG_IN_WHERE_OR_DATA,"async calculateTrustworthinessScore(organizationId: string, aiSystemId: string):",server/src/services/aiRmfService.ts:1489,organizationId in prisma where/data
347,server/src/services/auditorService.ts,377,auditorProfile,create,ORG_IN_WHERE_OR_DATA,"async createAuditorProfile(organizationId: string, data: {",server/src/services/auditorService.ts:380,organizationId in prisma where/data
348,server/src/services/auditorService.ts,464,auditorProfile,update,ORG_IN_WHERE_OR_DATA,async updateAuditorProfile(,server/src/services/auditorService.ts:458,organizationId in prisma where/data
349,server/src/services/auditorService.ts,491,auditorProfile,delete,ORG_IN_WHERE_OR_DATA,"async deleteAuditorProfile(organizationId: string, profileId: string) {",server/src/services/auditorService.ts:483,organizationId in prisma where/data
350,server/src/services/auditorService.ts,580,auditEngagement,create,ORG_IN_WHERE_OR_DATA,"async createEngagement(organizationId: string, data: {",server/src/services/auditorService.ts:572,organizationId in prisma where/data
351,server/src/services/auditorService.ts,666,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async updateEngagement(,server/src/services/auditorService.ts:666,non-prisma: const updated = await tx.auditEngagement.update({
352,server/src/services/auditorService.ts,676,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async updateEngagement(,server/src/services/auditorService.ts:676,non-prisma: await tx.auditorProfile.update({
353,server/src/services/auditorService.ts,710,auditEngagement,delete,ORG_IN_WHERE_OR_DATA,"async deleteEngagement(organizationId: string, engagementId: string) {",server/src/services/auditorService.ts:702,organizationId in prisma where/data
354,server/src/services/auditorService.ts,796,auditFinding,create,ORG_IN_WHERE_OR_DATA,"async createFinding(organizationId: string, data: {",server/src/services/auditorService.ts:788,organizationId in prisma where/data
355,server/src/services/auditorService.ts,879,auditFinding,update,ORG_IN_WHERE_OR_DATA,async updateFinding(,server/src/services/auditorService.ts:873,organizationId in prisma where/data
356,server/src/services/auditorService.ts,910,auditFinding,delete,ORG_IN_WHERE_OR_DATA,"async deleteFinding(organizationId: string, findingId: string) {",server/src/services/auditorService.ts:902,organizationId in prisma where/data
357,server/src/services/auditorService.ts,998,auditWorkpaper,create,ORG_IN_WHERE_OR_DATA,"async createWorkpaper(organizationId: string, data: {",server/src/services/auditorService.ts:990,organizationId in prisma where/data
358,server/src/services/auditorService.ts,1081,auditWorkpaper,update,ORG_IN_WHERE_OR_DATA,async updateWorkpaper(,server/src/services/auditorService.ts:1074,organizationId in prisma where/data
359,server/src/services/auditorService.ts,1116,auditWorkpaper,delete,ORG_IN_WHERE_OR_DATA,"async deleteWorkpaper(organizationId: string, workpaperId: string) {",server/src/services/auditorService.ts:1105,organizationId in prisma where/data
360,server/src/services/auditorService.ts,1206,auditRequest,create,ORG_IN_WHERE_OR_DATA,"async createRequest(organizationId: string, data: {",server/src/services/auditorService.ts:1198,organizationId in prisma where/data
361,server/src/services/auditorService.ts,1286,auditRequest,update,ORG_IN_WHERE_OR_DATA,async updateRequest(,server/src/services/auditorService.ts:1279,organizationId in prisma where/data
362,server/src/services/auditorService.ts,1321,auditRequest,delete,ORG_IN_WHERE_OR_DATA,"async deleteRequest(organizationId: string, requestId: string) {",server/src/services/auditorService.ts:1310,organizationId in prisma where/data
363,server/src/services/aws/s3ClientV3.ts,213,fileUpload,create,ORG_IN_WHERE_OR_DATA,async uploadFile(options: UploadOptions): Promise<UploadResult> {,server/src/services/aws/s3ClientV3.ts:202,organizationId in prisma where/data
364,server/src/services/aws/s3ClientV3.ts,318,fileUpload,delete,ORG_IN_WHERE_OR_DATA,"async deleteFileById(fileId: string, organizationId: string): Promise<void> {",server/src/services/aws/s3ClientV3.ts:307,organizationId in prisma where/data
365,server/src/services/aws/secretsManagerService.ts,464,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async listSecrets(filters?: {,server/src/services/aws/secretsManagerService.ts:464,non-prisma: this.cache.delete(key);
366,server/src/services/cache/redisCacheService.ts,219,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async get<T = any>(key: string, options?: { namespace?: string }): Promise<T | n",server/src/services/cache/redisCacheService.ts:219,non-prisma: this.cache.delete(fullKey);
367,server/src/services/cache/redisCacheService.ts,319,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async del(key: string, options?: { namespace?: string }): Promise<boolean> {",server/src/services/cache/redisCacheService.ts:319,non-prisma: this.cache.delete(fullKey);
368,server/src/services/cache/redisCacheService.ts,365,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async delPattern(pattern: string, options?: { namespace?: string }): Promise<num",server/src/services/cache/redisCacheService.ts:365,non-prisma: this.cache.delete(key);
369,server/src/services/cache/redisCacheService.ts,408,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async invalidateByTag(tag: string): Promise<number> {,server/src/services/cache/redisCacheService.ts:408,non-prisma: this.cache.delete(key);
370,server/src/services/cache/redisCacheService.ts,413,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,async invalidateByTag(tag: string): Promise<number> {,server/src/services/cache/redisCacheService.ts:413,non-prisma: this.tagIndex.delete(tag);
371,server/src/services/cache/redisCacheService.ts,463,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"async exists(key: string, options?: { namespace?: string }): Promise<boolean> {",server/src/services/cache/redisCacheService.ts:463,non-prisma: this.cache.delete(fullKey);
372,server/src/services/cache/redisCacheService.ts,588,unknown,unknown,NON_PRISMA_FALSE_POSITIVE,"private removeFromTagIndex(key: string, tags: string[]): void {",server/src/services/cache/redisCacheService.ts:588,non-prisma: tagKeys.delete(key);
