site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session
265,./server/src/controllers/auditController.ts,187,      logger.error('Export audit logs error'; error);,SAFE_LOG,N/A,      logger.error('Export audit logs error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
266,./server/src/controllers/auditController.ts,242,      logger.error('Archive audit logs error'; error);,SAFE_LOG,N/A,      logger.error('Archive audit logs error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
267,./server/src/controllers/authController.ts,62,      logger.warn('[Auth] No CAPTCHA secret configured (dev mode)');,SAFE_LOG,N/A,      logger.warn('[Auth] No CAPTCHA secret configured (dev mode)');,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
268,./server/src/controllers/authController.ts,90,        logger.warn('[Auth] CAPTCHA verification failed'; { errors: result['error-codes'] });,SAFE_LOG,N/A,        logger.warn('[Auth] CAPTCHA verification failed'; { errors: result['error-codes'] });,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
269,./server/src/controllers/authController.ts,95,      logger.error('[Auth] CAPTCHA verification service error'; error);,SAFE_LOG,N/A,      logger.error('[Auth] CAPTCHA verification service error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
270,./server/src/controllers/authController.ts,178,        logger.info(`New user registered: ${email}`);,GAP_MEDIUM,MEDIUM,        logger.info(`New user registered: ${email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
271,./server/src/controllers/authController.ts,198,          logger.warn(`Failed to send magic link email to ${email}; but continuing with token generation`);,GAP_MEDIUM,MEDIUM,          logger.warn(`Failed to send magic link email to ${email}; but continuing with token generation`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
272,./server/src/controllers/authController.ts,202,        logger.error(`Failed to send magic link email to ${email}:`; error.message);,GAP_MEDIUM,MEDIUM,        logger.error(`Failed to send magic link email to ${email}:`; error.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
273,./server/src/controllers/authController.ts,218,        logger.debug(`[DEV] Magic link token for ${response.email || 'user'}: ${token}`);,GAP_HIGH,HIGH,        logger.debug(`[DEV] Magic link token for ${response.email || 'user'}: ${token}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
274,./server/src/controllers/authController.ts,223,      logger.error('Request magic link error'; {,GAP_MEDIUM,MEDIUM,      logger.error('Request magic link error'; {,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
275,./server/src/controllers/authController.ts,344,        logger.warn('Failed to update lastLogin; continuing with login'; updateErr?.message);,SAFE_LOG,N/A,        logger.warn('Failed to update lastLogin; continuing with login'; updateErr?.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
276,./server/src/controllers/authController.ts,360,        logger.warn('Failed to create audit log; continuing with login'; auditErr?.message);,SAFE_LOG,N/A,        logger.warn('Failed to create audit log; continuing with login'; auditErr?.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
277,./server/src/controllers/authController.ts,394,      logger.info(`User logged in: ${user.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`User logged in: ${user.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
278,./server/src/controllers/authController.ts,396,      logger.error('Verify magic link error'; error);,SAFE_LOG,N/A,      logger.error('Verify magic link error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
279,./server/src/controllers/authController.ts,449,      logger.error('Refresh token error'; error);,SAFE_LOG,N/A,      logger.error('Refresh token error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
280,./server/src/controllers/authController.ts,554,          logger.info(`[Auth] Migrated password hash to PBKDF2-SHA256 for user ${user.id}`);,GAP_MEDIUM,MEDIUM,          logger.info(`[Auth] Migrated password hash to PBKDF2-SHA256 for user ${user.id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
281,./server/src/controllers/authController.ts,556,          logger.warn('[Auth] Failed to rehash password during login'; err?.message);,SAFE_LOG,N/A,          logger.warn('[Auth] Failed to rehash password during login'; err?.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
282,./server/src/controllers/authController.ts,567,        logger.warn('[Auth] Failed to update lastLogin'; err?.message);,SAFE_LOG,N/A,        logger.warn('[Auth] Failed to update lastLogin'; err?.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
283,./server/src/controllers/authController.ts,599,        logger.warn('[Auth] Session management not available; continuing without it'; error?.message);,SAFE_LOG,N/A,        logger.warn('[Auth] Session management not available; continuing without it'; error?.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
284,./server/src/controllers/authController.ts,615,        logger.warn('[Auth] Failed to write audit log'; auditErr?.message);,SAFE_LOG,N/A,        logger.warn('[Auth] Failed to write audit log'; auditErr?.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
285,./server/src/controllers/authController.ts,650,      logger.error('Login error'; error);,SAFE_LOG,N/A,      logger.error('Login error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
286,./server/src/controllers/authController.ts,706,        logger.info(`User ${email} already exists; sending magic link for login`);,GAP_MEDIUM,MEDIUM,        logger.info(`User ${email} already exists; sending magic link for login`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
287,./server/src/controllers/authController.ts,725,            logger.warn(`Failed to send magic link email to ${email}; but continuing with token generation`);,GAP_MEDIUM,MEDIUM,            logger.warn(`Failed to send magic link email to ${email}; but continuing with token generation`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
288,./server/src/controllers/authController.ts,728,          logger.error(`Failed to send magic link email to ${email}:`; error.message);,GAP_MEDIUM,MEDIUM,          logger.error(`Failed to send magic link email to ${email}:`; error.message);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
289,./server/src/controllers/authController.ts,744,          logger.debug(`[Dev] Magic link token for existing user ${email}: ${token}`);,GAP_HIGH,HIGH,          logger.debug(`[Dev] Magic link token for existing user ${email}: ${token}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
290,./server/src/controllers/authController.ts,801,        logger.warn('Registration: email send failed'; { email; error: emailError?.message });,GAP_MEDIUM,MEDIUM,        logger.warn('Registration: email send failed'; { email; error: emailError?.message });,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
291,./server/src/controllers/authController.ts,819,        logger.debug(`[DEV] Magic link token for ${email}: ${token}`);,GAP_HIGH,HIGH,        logger.debug(`[DEV] Magic link token for ${email}: ${token}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
292,./server/src/controllers/authController.ts,824,      logger.info(`New user registered: ${email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`New user registered: ${email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
293,./server/src/controllers/authController.ts,826,      logger.error('Registration error'; error);,SAFE_LOG,N/A,      logger.error('Registration error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
294,./server/src/controllers/authController.ts,963,      logger.info(`User completed 2FA login: ${user.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`User completed 2FA login: ${user.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
295,./server/src/controllers/authController.ts,965,      logger.error('Complete 2FA login error'; error);,SAFE_LOG,N/A,      logger.error('Complete 2FA login error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
296,./server/src/controllers/authController.ts,1022,          logger.warn('Failed to send email confirmation; but profile was updated'; emailError);,SAFE_LOG,N/A,          logger.warn('Failed to send email confirmation; but profile was updated'; emailError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
297,./server/src/controllers/authController.ts,1059,      logger.info(`User profile updated: ${userId}`);,GAP_MEDIUM,MEDIUM,      logger.info(`User profile updated: ${userId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
298,./server/src/controllers/authController.ts,1061,      logger.error('Update profile error'; error);,SAFE_LOG,N/A,      logger.error('Update profile error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
299,./server/src/controllers/authController.ts,1141,      logger.info(`Password changed for user: ${userId}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Password changed for user: ${userId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
300,./server/src/controllers/authController.ts,1143,      logger.error('Change password error'; error);,SAFE_LOG,N/A,      logger.error('Change password error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
301,./server/src/controllers/authController.ts,1208,      logger.info(`Avatar uploaded for user: ${userId}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Avatar uploaded for user: ${userId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
302,./server/src/controllers/authController.ts,1210,      logger.error('Upload avatar error'; error);,SAFE_LOG,N/A,      logger.error('Upload avatar error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
303,./server/src/controllers/authController.ts,1278,        logger.warn('[Auth] Session termination not available'; error);,SAFE_LOG,N/A,        logger.warn('[Auth] Session termination not available'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
304,./server/src/controllers/authController.ts,1286,      logger.error('Logout error'; error);,SAFE_LOG,N/A,      logger.error('Logout error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
305,./server/src/controllers/authController.ts,1315,        logger.info(`[Auth] Password reset requested for ${email}`);,GAP_MEDIUM,MEDIUM,        logger.info(`[Auth] Password reset requested for ${email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
306,./server/src/controllers/authController.ts,1317,        logger.info(`[Auth] Password reset requested for unknown/inactive email: ${email}`);,GAP_MEDIUM,MEDIUM,        logger.info(`[Auth] Password reset requested for unknown/inactive email: ${email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
307,./server/src/controllers/authController.ts,1320,      logger.error('[Auth] Error processing forgot password'; error);,SAFE_LOG,N/A,      logger.error('[Auth] Error processing forgot password'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
308,./server/src/controllers/authController.ts,1363,    logger.info(`[Auth] Password reset completed for user ${user.email}`);,GAP_MEDIUM,MEDIUM,    logger.info(`[Auth] Password reset completed for user ${user.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
309,./server/src/controllers/billingController.ts,92,      logger.error('Create checkout error'; error);,SAFE_LOG,N/A,      logger.error('Create checkout error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
310,./server/src/controllers/billingController.ts,123,      logger.error('Create portal session error'; error);,SAFE_LOG,N/A,      logger.error('Create portal session error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
311,./server/src/controllers/billingController.ts,175,      logger.error('Stripe webhook error'; error);,SAFE_LOG,N/A,      logger.error('Stripe webhook error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
312,./server/src/controllers/billingController.ts,197,      logger.error('Get subscription error'; error);,SAFE_LOG,N/A,      logger.error('Get subscription error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
313,./server/src/controllers/billingController.ts,218,      logger.error('Get available tiers error'; error);,SAFE_LOG,N/A,      logger.error('Get available tiers error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
314,./server/src/controllers/billingController.ts,263,      logger.error('Preview tier change error'; error);,SAFE_LOG,N/A,      logger.error('Preview tier change error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
315,./server/src/controllers/billingController.ts,315,      logger.error('Change tier error'; error);,SAFE_LOG,N/A,      logger.error('Change tier error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
316,./server/src/controllers/billingController.ts,353,      logger.error('Cancel subscription error'; error);,SAFE_LOG,N/A,      logger.error('Cancel subscription error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
317,./server/src/controllers/billingController.ts,379,      logger.error('Reactivate subscription error'; error);,SAFE_LOG,N/A,      logger.error('Reactivate subscription error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
318,./server/src/controllers/billingController.ts,423,      logger.error('Add add-on error'; error);,SAFE_LOG,N/A,      logger.error('Add add-on error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
319,./server/src/controllers/billingController.ts,454,      logger.error('Remove add-on error'; error);,SAFE_LOG,N/A,      logger.error('Remove add-on error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
320,./server/src/controllers/billingController.ts,475,      logger.error('Get usage metrics error'; error);,SAFE_LOG,N/A,      logger.error('Get usage metrics error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
321,./server/src/controllers/billingController.ts,502,      logger.error('Get subscription history error'; error);,SAFE_LOG,N/A,      logger.error('Get subscription history error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
322,./server/src/controllers/billingController.ts,533,      logger.error('Request quote error'; error);,SAFE_LOG,N/A,      logger.error('Request quote error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
323,./server/src/controllers/billingController.ts,603,      logger.error('Process refund error'; error);,SAFE_LOG,N/A,      logger.error('Process refund error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
324,./server/src/controllers/billingController.ts,640,      logger.error('Get available features error'; error);,SAFE_LOG,N/A,      logger.error('Get available features error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
325,./server/src/controllers/billingController.ts,679,      logger.error('Get feature subscriptions error'; error);,SAFE_LOG,N/A,      logger.error('Get feature subscriptions error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
326,./server/src/controllers/billingController.ts,708,      logger.error('Subscribe to feature error'; error);,SAFE_LOG,N/A,      logger.error('Subscribe to feature error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
327,./server/src/controllers/billingController.ts,728,      logger.error('Unsubscribe from feature error'; error);,SAFE_LOG,N/A,      logger.error('Unsubscribe from feature error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
328,./server/src/controllers/billingController.ts,757,      logger.error('Subscribe to bundle error'; error);,SAFE_LOG,N/A,      logger.error('Subscribe to bundle error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
329,./server/src/controllers/billingController.ts,790,      logger.error('Get available bundles error'; error);,SAFE_LOG,N/A,      logger.error('Get available bundles error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
330,./server/src/controllers/billingController.ts,818,      logger.error('Check feature access error'; error);,SAFE_LOG,N/A,      logger.error('Check feature access error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
331,./server/src/controllers/controlMappingsController.ts,92,      logger.error('Create mapping error'; error);,SAFE_LOG,N/A,      logger.error('Create mapping error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
332,./server/src/controllers/controlMappingsController.ts,129,      logger.error('List mappings error'; error);,SAFE_LOG,N/A,      logger.error('List mappings error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
333,./server/src/controllers/controlMappingsController.ts,189,      logger.error('Get mappings error'; error);,SAFE_LOG,N/A,      logger.error('Get mappings error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
334,./server/src/controllers/controlMappingsController.ts,259,      logger.error('Update mapping error'; error);,SAFE_LOG,N/A,      logger.error('Update mapping error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
335,./server/src/controllers/controlMappingsController.ts,316,      logger.error('Delete mapping error'; error);,SAFE_LOG,N/A,      logger.error('Delete mapping error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
336,./server/src/controllers/controlMappingsController.ts,394,      logger.error('Export mappings error'; error);,SAFE_LOG,N/A,      logger.error('Export mappings error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
337,./server/src/controllers/demoController.ts,110,      logger.info(`Demo request submitted: ${demoRequest.email} (${demoRequest.company})`);,GAP_MEDIUM,MEDIUM,      logger.info(`Demo request submitted: ${demoRequest.email} (${demoRequest.company})`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
338,./server/src/controllers/demoController.ts,259,      logger.info(`Demo request updated: ${id} - Status: ${status}`);,SAFE_LOG,N/A,      logger.info(`Demo request updated: ${id} - Status: ${status}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
339,./server/src/controllers/demoController.ts,299,      logger.info(`Demo scheduled for ${demoRequest.email} at ${scheduledAt}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Demo scheduled for ${demoRequest.email} at ${scheduledAt}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
340,./server/src/controllers/demoController.ts,341,      logger.info(`Demo request converted: ${id} -> User ${userId}`);,SAFE_LOG,N/A,      logger.info(`Demo request converted: ${id} -> User ${userId}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
341,./server/src/controllers/demoController.ts,458,      logger.info(`Demo request deleted: ${id}`);,SAFE_LOG,N/A,      logger.info(`Demo request deleted: ${id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
342,./server/src/controllers/demoController.ts,629,      logger.info(`Demo request email sent to contact@complyeasyai.com for ${demoRequest.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Demo request email sent to contact@complyeasyai.com for ${demoRequest.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
343,./server/src/controllers/demoController.ts,631,      logger.error('Failed to send demo request email'; error);,SAFE_LOG,N/A,      logger.error('Failed to send demo request email'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
344,./server/src/controllers/demoController.ts,634,        logger.error(`Email error details: ${error.message}`);,SAFE_LOG,N/A,        logger.error(`Email error details: ${error.message}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
345,./server/src/controllers/demoController.ts,692,      logger.info(`Welcome email webhook dispatched for ${demoRequest.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Welcome email webhook dispatched for ${demoRequest.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
346,./server/src/controllers/demoController.ts,694,      logger.error('Failed to dispatch welcome email webhook'; error);,SAFE_LOG,N/A,      logger.error('Failed to dispatch welcome email webhook'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
347,./server/src/controllers/demoController.ts,743,      logger.info(`Demo request notification webhook dispatched for ${demoRequest.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Demo request notification webhook dispatched for ${demoRequest.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
348,./server/src/controllers/demoController.ts,745,      logger.error('Failed to dispatch demo request notification webhook'; error);,SAFE_LOG,N/A,      logger.error('Failed to dispatch demo request notification webhook'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
349,./server/src/controllers/demoController.ts,785,      logger.error('Failed to dispatch status change webhook'; error);,SAFE_LOG,N/A,      logger.error('Failed to dispatch status change webhook'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
350,./server/src/controllers/demoController.ts,825,      logger.info(`Schedule confirmation webhook dispatched for ${demoRequest.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Schedule confirmation webhook dispatched for ${demoRequest.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
351,./server/src/controllers/demoController.ts,827,      logger.error('Failed to dispatch schedule confirmation webhook'; error);,SAFE_LOG,N/A,      logger.error('Failed to dispatch schedule confirmation webhook'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
352,./server/src/controllers/demoController.ts,867,      logger.info(`Conversion webhook dispatched for ${demoRequest.email}`);,GAP_MEDIUM,MEDIUM,      logger.info(`Conversion webhook dispatched for ${demoRequest.email}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
353,./server/src/controllers/demoController.ts,869,      logger.error('Failed to dispatch conversion webhook'; error);,SAFE_LOG,N/A,      logger.error('Failed to dispatch conversion webhook'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
354,./server/src/controllers/evidenceVersioningController.ts,51,      logger.error('Get versions error'; { error: error.message; stack: error.stack; controlId: controlId });,SAFE_LOG,N/A,      logger.error('Get versions error'; { error: error.message; stack: error.stack; controlId: controlId });,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
355,./server/src/controllers/evidenceVersioningController.ts,96,      logger.error('Get version error'; { error: error.message; stack: error.stack });,SAFE_LOG,N/A,      logger.error('Get version error'; { error: error.message; stack: error.stack });,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
356,./server/src/controllers/evidenceVersioningController.ts,172,      logger.error('Create version error'; error);,SAFE_LOG,N/A,      logger.error('Create version error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
357,./server/src/controllers/evidenceVersioningController.ts,238,      logger.error('Restore version error'; error);,SAFE_LOG,N/A,      logger.error('Restore version error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
358,./server/src/controllers/evidenceVersioningController.ts,293,      logger.error('Delete version error'; error);,SAFE_LOG,N/A,      logger.error('Delete version error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
359,./server/src/controllers/featureModulesController.ts,289,    logger.error('Error fetching CE products:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching CE products:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
360,./server/src/controllers/featureModulesController.ts,382,    logger.error('Error fetching CE documents:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching CE documents:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
361,./server/src/controllers/featureModulesController.ts,397,    logger.error('Error fetching CE risk items:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching CE risk items:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
362,./server/src/controllers/featureModulesController.ts,443,    logger.error('Error fetching CE surveillance checks:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching CE surveillance checks:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
363,./server/src/controllers/featureModulesController.ts,460,    logger.error('Error fetching digital product passports:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching digital product passports:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
364,./server/src/controllers/featureModulesController.ts,524,    logger.error('Error fetching DPP materials:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching DPP materials:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
365,./server/src/controllers/featureModulesController.ts,546,    logger.error('Error fetching DPP carbon data:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching DPP carbon data:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
366,./server/src/controllers/featureModulesController.ts,565,    logger.error('Error fetching DPP supply chain:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching DPP supply chain:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
367,./server/src/controllers/featureModulesController.ts,590,    logger.error('Error fetching DPP sustainability:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching DPP sustainability:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
368,./server/src/controllers/featureModulesController.ts,607,    logger.error('Error fetching DPP certifications:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching DPP certifications:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
369,./server/src/controllers/featureModulesController.ts,898,    logger.error('Error aggregating SBOM licenses:'; error);,SAFE_LOG,N/A,    logger.error('Error aggregating SBOM licenses:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
370,./server/src/controllers/featureModulesController.ts,916,    logger.error('Error fetching surveillance plans:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching surveillance plans:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
371,./server/src/controllers/featureModulesController.ts,977,    logger.error('Error fetching product recalls:'; error);,SAFE_LOG,N/A,    logger.error('Error fetching product recalls:'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
372,./server/src/controllers/frameworksController.ts,54,      logger.error('List frameworks error'; error);,SAFE_LOG,N/A,      logger.error('List frameworks error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
373,./server/src/controllers/frameworksController.ts,118,      logger.error('Get framework error'; error);,SAFE_LOG,N/A,      logger.error('Get framework error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
374,./server/src/controllers/frameworksController.ts,171,          logger.info(`Auto-created ${controlsCreated.length} controls for EU framework: ${sanitizedName}`; {,SAFE_LOG,N/A,          logger.info(`Auto-created ${controlsCreated.length} controls for EU framework: ${sanitizedName}`; {,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
375,./server/src/controllers/frameworksController.ts,176,          logger.error(`Failed to auto-create controls for EU framework: ${sanitizedName}`; controlError);,SAFE_LOG,N/A,          logger.error(`Failed to auto-create controls for EU framework: ${sanitizedName}`; controlError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
376,./server/src/controllers/frameworksController.ts,192,      logger.info(`Framework created: ${framework.id}`);,SAFE_LOG,N/A,      logger.info(`Framework created: ${framework.id}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
377,./server/src/controllers/frameworksController.ts,194,      logger.error('Create framework error'; error);,SAFE_LOG,N/A,      logger.error('Create framework error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
378,./server/src/controllers/frameworksController.ts,263,          logger.warn(`Framework ${id} audit date set to past date: ${auditDate.toISOString()}`);,SAFE_LOG,N/A,          logger.warn(`Framework ${id} audit date set to past date: ${auditDate.toISOString()}`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
379,./server/src/controllers/frameworksController.ts,295,      logger.error('Update framework error'; error);,SAFE_LOG,N/A,      logger.error('Update framework error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
380,./server/src/controllers/frameworksController.ts,382,          logger.warn('[Framework] Notification service not available'; notifError);,SAFE_LOG,N/A,          logger.warn('[Framework] Notification service not available'; notifError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
381,./server/src/controllers/frameworksController.ts,398,      logger.error('Resolve conflict error'; error);,SAFE_LOG,N/A,      logger.error('Resolve conflict error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
382,./server/src/controllers/frameworksController.ts,431,      logger.error('Delete framework error'; error);,SAFE_LOG,N/A,      logger.error('Delete framework error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
383,./server/src/controllers/frameworksController.ts,498,      logger.error('Export control error'; error);,SAFE_LOG,N/A,      logger.error('Export control error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
384,./server/src/controllers/frameworksController.ts,567,      logger.error('Create control error'; error);,SAFE_LOG,N/A,      logger.error('Create control error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
385,./server/src/controllers/frameworksController.ts,631,          logger.warn('Failed to update control loop confidence'; acosError);,SAFE_LOG,N/A,          logger.warn('Failed to update control loop confidence'; acosError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
386,./server/src/controllers/frameworksController.ts,653,          logger.warn('Failed to send owner assignment notification'; notificationError);,SAFE_LOG,N/A,          logger.warn('Failed to send owner assignment notification'; notificationError);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
387,./server/src/controllers/frameworksController.ts,660,        logger.warn(`Control ${control.id} status updated to ${updateData.status} but evidence is required and not uploaded`);,SAFE_LOG,N/A,        logger.warn(`Control ${control.id} status updated to ${updateData.status} but evidence is required and not uploaded`);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
388,./server/src/controllers/frameworksController.ts,687,      logger.error('Update control error'; error);,SAFE_LOG,N/A,      logger.error('Update control error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
389,./server/src/controllers/frameworksController.ts,750,      logger.error('Bulk update controls error'; error);,SAFE_LOG,N/A,      logger.error('Bulk update controls error'; error);,2026-05-28T23:00:00Z,session8_subagents_1-20,session8
