op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,scan_hint
244,./server/src/services/advanced/swarmTaskAllocationService.ts,1224,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,"async cancelTask(taskId: string, reason: string, userId: string): Promise<SwarmT",function body lines 1209-1289 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
245,./server/src/services/advanced/swarmTaskAllocationService.ts,1245,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,"async cancelTask(taskId: string, reason: string, userId: string): Promise<SwarmT",ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
246,./server/src/services/advanced/swarmTaskAllocationService.ts,1527,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async resolveMetricAlert(,organizationId present in context lines around L11,ORG_SCOPED
247,./server/src/services/advanced/swarmTaskAllocationService.ts,1655,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private async reassignTasksFromAgent(agentId: string): Promise<void> {,line 1655: Map/Cache op,NO_ORG_CHECK
248,./server/src/services/advanced/swarmTaskAllocationService.ts,1667,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private async reassignTasksFromAgent(agentId: string): Promise<void> {,line 1667: Map/Cache op,NO_ORG_CHECK
249,./server/src/services/advanced/swarmTaskAllocationService.ts,1753,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,"private async handleTaskTimeout(taskId: string, timeoutType: string): Promise<vo",function body lines 1711-1791 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
250,./server/src/services/advanced/swarmTaskAllocationService.ts,1774,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,"private async handleTaskTimeout(taskId: string, timeoutType: string): Promise<vo",function body lines 1711-1791 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
251,./server/src/services/advanced/swarmTaskAllocationService.ts,1777,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,"private async handleTaskTimeout(taskId: string, timeoutType: string): Promise<vo",ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
252,./server/src/services/advanced/swarmTaskAllocationService.ts,1912,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,private async checkAndQueueDependentTasks(completedTaskId: string): Promise<void,function body lines 1904-1984 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
253,./server/src/services/advanced/temporalGraphNetworkService.ts,156,riskPrediction,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async predictFutureRisks(,organizationId present in context lines around L11,ORG_SCOPED
254,./server/src/services/advanced/temporalGraphNetworkService.ts,684,riskPrediction,delete,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async refreshRiskPredictions(,organizationId present in context lines around L11,ORG_SCOPED
255,./server/src/services/advanced/temporalGraphNetworkService.ts,1239,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async acknowledgeWarning(,ORG_REFS_IN_FUNC=6; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
256,./server/src/services/advanced/temporalGraphNetworkService.ts,1272,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,"private async trackFalsePositive(organizationId: string, warningId: string): Pro",organizationId present in context lines around L11,ORG_SCOPED
257,./server/src/services/advanced/temporalGraphNetworkService.ts,1637,complianceTrajectory,delete,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async recalculateTrajectory(,organizationId present in context lines around L11,ORG_SCOPED
258,./server/src/services/advanced/vrCollaborativeReviewService.ts,530,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async markSessionExpired(sessionId: string): Promise<void> {,function body lines 527-607 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
259,./server/src/services/advanced/vrCollaborativeReviewService.ts,531,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async markSessionExpired(sessionId: string): Promise<void> {,function body lines 527-607 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
260,./server/src/services/advanced/vrCollaborativeReviewService.ts,532,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async markSessionExpired(sessionId: string): Promise<void> {,function body lines 527-607 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
261,./server/src/services/advanced/vrCollaborativeReviewService.ts,533,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async markSessionExpired(sessionId: string): Promise<void> {,function body lines 527-607 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
262,./server/src/services/advanced/vrCollaborativeReviewService.ts,534,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async markSessionExpired(sessionId: string): Promise<void> {,function body lines 527-607 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
263,./server/src/services/advanced/vrCollaborativeReviewService.ts,537,vRCollaborativeSession,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private async markSessionExpired(sessionId: string): Promise<void> {,function body lines 527-607 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
264,./server/src/services/advanced/vrCollaborativeReviewService.ts,736,vRCollaborativeSession,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async createSession(,organizationId present in context lines around L11,ORG_SCOPED
265,./server/src/services/advanced/vrCollaborativeReviewService.ts,757,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async createSession(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
266,./server/src/services/advanced/vrCollaborativeReviewService.ts,855,vRCollaborativeSession,update,ORG_IN_WHERE_OR_DATA,async joinSession(,"vrCollaborativeReviewService.ts:867 — where: { sessionId, organizationId }",NO_ORG_CHECK
267,./server/src/services/advanced/vrCollaborativeReviewService.ts,864,auditLog,create,NON_PRISMA_FALSE_POSITIVE,async joinSession(,vrCollaborativeReviewService.ts:864 is blank line; nearby write at :866 is org-scoped,NO_ORG_CHECK
268,./server/src/services/advanced/vrCollaborativeReviewService.ts,903,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,"async leaveSession(sessionId: string, userId: string): Promise<void> {",function body lines 894-974 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
269,./server/src/services/advanced/vrCollaborativeReviewService.ts,922,vRCollaborativeSession,update,ORG_IN_FUNC_VERIFIED_v21,"async leaveSession(sessionId: string, userId: string): Promise<void> {",function body lines 894-974 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
270,./server/src/services/advanced/vrCollaborativeReviewService.ts,931,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,"async leaveSession(sessionId: string, userId: string): Promise<void> {",ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
271,./server/src/services/advanced/vrCollaborativeReviewService.ts,970,vRCollaborativeSession,update,ORG_IN_FUNC_VERIFIED_v21,"async startSession(sessionId: string, hostUserId: string): Promise<VRSession> {",function body lines 954-1034 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
272,./server/src/services/advanced/vrCollaborativeReviewService.ts,979,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,"async startSession(sessionId: string, hostUserId: string): Promise<VRSession> {",ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
273,./server/src/services/advanced/vrCollaborativeReviewService.ts,1025,vRCollaborativeSession,update,ORG_IN_FUNC_VERIFIED_v21,async endSession(,function body lines 1004-1084 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
274,./server/src/services/advanced/vrCollaborativeReviewService.ts,1039,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async endSession(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
275,./server/src/services/advanced/vrCollaborativeReviewService.ts,1054,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async endSession(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
276,./server/src/services/advanced/vrCollaborativeReviewService.ts,1055,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async endSession(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
277,./server/src/services/advanced/vrCollaborativeReviewService.ts,1056,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async endSession(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
278,./server/src/services/advanced/vrCollaborativeReviewService.ts,1057,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async endSession(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
279,./server/src/services/advanced/vrCollaborativeReviewService.ts,1058,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,async endSession(,ORG_REFS_IN_FUNC=1; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
280,./server/src/services/advanced/vrCollaborativeReviewService.ts,1120,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async addAnnotation(,organizationId present in context lines around L11,ORG_SCOPED
281,./server/src/services/advanced/vrCollaborativeReviewService.ts,1214,vRTrainingScenario,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async createTrainingScenario(,organizationId present in context lines around L11,ORG_SCOPED
282,./server/src/services/advanced/vrCollaborativeReviewService.ts,1268,vRTrainingSession,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async startTrainingSession(,organizationId present in context lines around L11,ORG_SCOPED
283,./server/src/services/advanced/vrCollaborativeReviewService.ts,1459,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async completeTraining(,organizationId present in context lines around L11,ORG_SCOPED
284,./server/src/services/advanced/vrCollaborativeReviewService.ts,1470,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async completeTraining(,ORG_REFS_IN_FUNC=3; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
285,./server/src/services/advanced/vrCollaborativeReviewService.ts,1562,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,async startRecording(,ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
286,./server/src/services/advanced/vrCollaborativeReviewService.ts,1633,?,.delete(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async getActiveSessions(organizationId: string): Promise<VRSession[]> {,function body lines 1588-1668 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
287,./server/src/services/advanced/vrCollaborativeReviewService.ts,1682,vRSessionPerformance,create,ORG_IN_PRIOR_FETCH_VERIFIED_v21,async recordPerformanceMetrics(,prior findFirst/findUnique with organizationId validates ownership before write,ORG_IN_FUNC_NOT_IN_WRITE
288,./server/src/services/advanced/vrCollaborativeReviewService.ts,1791,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async editAnnotation(,organizationId present in context lines around L11,ORG_SCOPED
289,./server/src/services/advanced/vrCollaborativeReviewService.ts,1837,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async deleteAnnotation(,organizationId present in context lines around L11,ORG_SCOPED
290,./server/src/services/advanced/vrCollaborativeReviewService.ts,1968,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async addVoiceAnnotation(,organizationId present in context lines around L11,ORG_SCOPED
291,./server/src/services/advanced/vrCollaborativeReviewService.ts,2214,auditLog,create,ORG_IN_FUNC_VERIFIED_v21,private async initializeWebRTCConnections(sessionId: string): Promise<void> {,function body lines 2176-2256 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
292,./server/src/services/advanced/vrCollaborativeReviewService.ts,2370,auditLog,create,NON_PRISMA_FALSE_POSITIVE,async joinVoiceChat(,vrCollaborativeReviewService.ts:2370 is a comment line; no Prisma write here,NO_ORG_CHECK
293,./server/src/services/advanced/vrCollaborativeReviewService.ts,2526,auditLog,create,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,async enableScreenSharing(,line 2526: non-Prisma: } catch (error) {,ORG_IN_FUNC_NOT_IN_WRITE
294,./server/src/services/advanced/vrCollaborativeReviewService.ts,3789,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async loadScenarioFromTemplate(,organizationId present in context lines around L11,ORG_SCOPED
295,./server/src/services/advanced/webrtcSignalingService.ts,284,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,"private dtlsFingerprints: Map<string, string> = new Map();",function body lines 172-252 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
296,./server/src/services/advanced/webrtcSignalingService.ts,625,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,private handleJoinSession(,function body lines 554-634 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
297,./server/src/services/advanced/webrtcSignalingService.ts,626,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,private handleJoinSession(,function body lines 554-634 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
298,./server/src/services/advanced/webrtcSignalingService.ts,1266,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private handleDisconnect(socket: AuthenticatedSocket, reason: string): void {",line 1266: Map/Cache op,NO_ORG_CHECK
299,./server/src/services/advanced/webrtcSignalingService.ts,1271,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private handleDisconnect(socket: AuthenticatedSocket, reason: string): void {",line 1271: non-Prisma: this.peersBySocket.delete(socket.id);,NO_ORG_CHECK
300,./server/src/services/advanced/webrtcSignalingService.ts,1292,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",line 1292: non-Prisma: this.peersBySocket.delete(peer.socketId);,NO_ORG_CHECK
301,./server/src/services/advanced/webrtcSignalingService.ts,1295,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",line 1295: Map/Cache op,NO_ORG_CHECK
302,./server/src/services/advanced/webrtcSignalingService.ts,1298,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",line 1298: Map/Cache op,NO_ORG_CHECK
303,./server/src/services/advanced/webrtcSignalingService.ts,1299,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",line 1299: Map/Cache op,NO_ORG_CHECK
304,./server/src/services/advanced/webrtcSignalingService.ts,1301,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private removePeerFromSession(peerId: string, sessionId: string, reason: string)",line 1301: non-Prisma: room.peers.delete(peerId);,NO_ORG_CHECK
305,./server/src/services/advanced/webrtcSignalingService.ts,1460,?,.update(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private generateTURNCredentials(): { username: string; credential: string } {,line 1460: non-Prisma: hmac.update(username);,NO_ORG_CHECK
306,./server/src/services/advanced/webrtcSignalingService.ts,1613,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private startHeartbeatMonitor(): void {,line 1613: Map/Cache op,NO_ORG_CHECK
307,./server/src/services/advanced/webrtcSignalingService.ts,1620,?,.delete(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,private startHeartbeatMonitor(): void {,line 1620: Map/Cache op,NO_ORG_CHECK
308,./server/src/services/advanced/webrtcSignalingService.ts,1669,?,.delete(,ORG_IN_FUNC_VERIFIED_v21,private startStaleSessionCleanup(): void {,function body lines 1661-1741 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
309,./server/src/services/advanced/whisperService.ts,122,?,.create(,ORG_IN_FUNC_VERIFIED_v21,async transcribeAudio(,function body lines 88-168 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
310,./server/src/services/advanced/whisperService.ts,163,transcriptionResult,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async transcribeAudio(,organizationId present in context lines around L11,ORG_SCOPED
311,./server/src/services/advanced/whisperService.ts,267,?,.create(,ORG_IN_FUNC_VERIFIED_v21,async transcribeVideo(,function body lines 235-315 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
312,./server/src/services/advanced/whisperService.ts,304,transcriptionResult,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async transcribeVideo(,organizationId present in context lines around L11,ORG_SCOPED
313,./server/src/services/advanced/whisperService.ts,454,?,.create(,ORG_IN_FUNC_VERIFIED_v21,async detectLanguage(,function body lines 426-506 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
314,./server/src/services/advanced/whisperService.ts,641,transcriptionResult,update,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async transcribeWithDiarization(,organizationId present in context lines around L11,ORG_SCOPED
315,./server/src/services/advanced/whisperService.ts,750,transcriptionResult,delete,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async deleteTranscription(,organizationId present in context lines around L11,ORG_SCOPED
316,./server/src/services/advanced/zeroKnowledgeService.ts,430,?,.update(,NON_PRISMA_FALSE_POSITIVE_VERIFIED_v21,"private createSimulatedProof(circuitName: string, input: any): ZKProof {",line 430: non-Prisma: hmac.update(inputSeed);,NO_ORG_CHECK
317,./server/src/services/advanced/zeroKnowledgeService.ts,536,?,.update(,ORG_IN_PRIOR_findFirst_VERIFIED_v21,private hashToFieldElement(data: string): bigint {,function body lines 535-615 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
318,./server/src/services/advanced/zeroKnowledgeService.ts,561,?,.update(,ORG_IN_PRIOR_FETCH_VERIFIED_v21,private generateProofId(proof: ZKProof): string {,organizationId in function scope near write op,ORG_IN_FUNC_NOT_IN_WRITE
319,./server/src/services/advanced/zeroKnowledgeService.ts,574,auditLog,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeProofMetadata(metadata: {,organizationId present in context lines around L11,ORG_SCOPED
320,./server/src/services/advanced/zeroTrustService.ts,301,?,.update(,ORG_IN_FUNC_VERIFIED_v21,async verifyDeviceTrust(,ORG_REFS_IN_FUNC=5; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
321,./server/src/services/advanced/zeroTrustService.ts,672,?,.update(,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async evaluateAccessRequest(,organizationId present in context lines around L11,ORG_SCOPED
322,./server/src/services/advanced/zeroTrustService.ts,940,zeroTrustPolicy,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,async createPolicy(,organizationId present in context lines around L11,ORG_SCOPED
323,./server/src/services/advanced/zeroTrustService.ts,1146,deviceTrust,upsert,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,private async storeDeviceTrust(,organizationId present in context lines around L11,ORG_SCOPED
324,./server/src/services/aiRmfService.ts,32,aISystem,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,"async createAISystem(organizationId: string, data: {",organizationId present in context lines around L11,ORG_SCOPED
325,./server/src/services/aiRmfService.ts,225,aISystem,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"async updateAISystem(organizationId: string, aiSystemId: string, updates: any, u",function body lines 204-284 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
326,./server/src/services/aiRmfService.ts,298,aISystem,delete,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"async deleteAISystem(organizationId: string, aiSystemId: string, userId?: string",function body lines 269-349 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
327,./server/src/services/aiRmfService.ts,321,aIRMFCoreFunction,create,PARENT_ORG_VERIFIED,"private async initializeCoreFunctions(aiSystemId: string, tx: Parameters<Paramet",aiRmfService.ts:321 — private initializeCoreFunctions(aiSystemId) called only from createAISystem which has org check,CHILD_ENTITY_NO_ORG
328,./server/src/services/aiRmfService.ts,354,aIRMFCategory,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"private async initializeCategories(aiSystemId: string, functionName: string, tx:",function body lines 345-425 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
329,./server/src/services/aiRmfService.ts,371,aIRMFSubcategory,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"private async initializeCategories(aiSystemId: string, functionName: string, tx:",function body lines 345-425 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
330,./server/src/services/aiRmfService.ts,431,aIRMFCoreFunction,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"async updateCoreFunction(organizationId: string, aiSystemId: string, functionNam",function body lines 407-487 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
331,./server/src/services/aiRmfService.ts,503,aIRMFCategory,update,ORG_IN_FUNC_VERIFIED_v21,"async updateCategory(organizationId: string, categoryId: string, updates: any, u",ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
332,./server/src/services/aiRmfService.ts,581,aIRMFSubcategory,update,ORG_IN_FUNC_VERIFIED_v21,"async updateSubcategory(organizationId: string, subcategoryId: string, updates: ",function body lines 551-631 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
333,./server/src/services/aiRmfService.ts,664,aIRMFCategory,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,private async recalculateCategoryCompletion(categoryId: string) {,aiRmfService.ts:664 — recalculateCategoryCompletion updates derived completion% from already-validated parent state,NO_ORG_CHECK
334,./server/src/services/aiRmfService.ts,713,aIRMFCoreFunction,update,SYSTEM_LEVEL_NO_ORG_REQUIRED,private async recalculateCoreFunctionCompletion(coreFunctionId: string) {,aiRmfService.ts:713 — recalculateCoreFunctionCompletion same pattern as #333,NO_ORG_CHECK
335,./server/src/services/aiRmfService.ts,741,aIRMFTrustworthinessCharacteristic,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"private async initializeTrustworthinessCharacteristics(aiSystemId: string, tx: P",function body lines 729-809 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
336,./server/src/services/aiRmfService.ts,795,aIRMFTrustworthinessCharacteristic,update,ORG_IN_PRIOR_FETCH_VERIFIED_v21,"async updateTrustworthinessCharacteristic(organizationId: string, aiSystemId: st",organizationId in function scope near write op,ORG_IN_FUNC_NOT_IN_WRITE
337,./server/src/services/aiRmfService.ts,860,aIRMFLifecycleStage,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"private async initializeLifecycleStages(aiSystemId: string, tx: Parameters<Param",function body lines 850-930 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
338,./server/src/services/aiRmfService.ts,911,aIRMFLifecycleStage,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"async updateLifecycleStage(organizationId: string, aiSystemId: string, stage: st",function body lines 886-966 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
339,./server/src/services/aiRmfService.ts,993,aIRMFActor,create,ORG_IN_FUNC_VERIFIED_v21,"async addActor(organizationId: string, aiSystemId: string, data: {",ORG_REFS_IN_FUNC=5; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
340,./server/src/services/aiRmfService.ts,1027,aIRMFActor,delete,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,"async removeActor(organizationId: string, actorId: string) {",organizationId present in context lines around L11,ORG_SCOPED
341,./server/src/services/aiRmfService.ts,1085,aIRMFAssessment,create,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"async createAssessment(organizationId: string, aiSystemId: string, data: {",function body lines 1046-1126 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
342,./server/src/services/aiRmfService.ts,1165,aIRMFAssessment,delete,ORG_IN_PRIOR_findFirst_VERIFIED_v21,"async deleteAssessment(organizationId: string, assessmentId: string, userId?: st",function body lines 1131-1211 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
343,./server/src/services/aiRmfService.ts,1269,aIRMFProfile,create,ORG_IN_PRIOR_FETCH_VERIFIED_v21,"async createProfile(organizationId: string, aiSystemId: string, data: {",prior findFirst/findUnique with organizationId validates ownership before write,ORG_IN_FUNC_NOT_IN_WRITE
344,./server/src/services/aiRmfService.ts,1330,aIRMFRiskActivity,create,ORG_IN_FUNC_VERIFIED_v21,"async createRiskActivity(organizationId: string, aiSystemId: string, data: {",ORG_REFS_IN_FUNC=4; organizationId established in function scope per enriched extractor,ORG_IN_FUNC_NOT_IN_WRITE
345,./server/src/services/aiRmfService.ts,1404,aIRMFRiskActivity,update,ORG_IN_FUNC_VERIFIED_v21,"async updateRiskActivity(organizationId: string, riskActivityId: string, updates",function body lines 1381-1461 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
346,./server/src/services/aiRmfService.ts,1474,aISystem,update,ORG_IN_FUNC_VERIFIED_v21,"async calculateTrustworthinessScore(organizationId: string, aiSystemId: string):",function body lines 1457-1536 establishes organizationId in scope,ORG_IN_FUNC_NOT_IN_WRITE
347,./server/src/services/auditorService.ts,377,auditorProfile,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,"async createAuditorProfile(organizationId: string, data: {",organizationId present in context lines around L11,ORG_SCOPED
348,./server/src/services/auditorService.ts,464,auditorProfile,update,ORG_IN_PRIOR_FETCH_VERIFIED_v21,async updateAuditorProfile(,prior findFirst/findUnique with organizationId validates ownership before write,ORG_IN_FUNC_NOT_IN_WRITE
349,./server/src/services/auditorService.ts,491,auditorProfile,delete,ORG_IN_PRIOR_FETCH_VERIFIED_v21,"async deleteAuditorProfile(organizationId: string, profileId: string) {",prior findFirst/findUnique with organizationId validates ownership before write,ORG_IN_FUNC_NOT_IN_WRITE
350,./server/src/services/auditorService.ts,580,auditEngagement,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,"async createEngagement(organizationId: string, data: {",organizationId present in context lines around L11,ORG_SCOPED
351,./server/src/services/auditorService.ts,666,auditEngagement,update,ORG_IN_PRIOR_FETCH_VERIFIED_v21,async updateEngagement(,prior findFirst/findUnique with organizationId validates ownership before write,ORG_IN_FUNC_NOT_IN_WRITE
352,./server/src/services/auditorService.ts,676,auditorProfile,update,ORG_IN_PRIOR_findFirst_VERIFIED_v21,async updateEngagement(,function body lines 636-716 contains findFirst/findUnique/findMany with organizationId,ORG_IN_FUNC_NOT_IN_WRITE
353,./server/src/services/auditorService.ts,710,auditEngagement,delete,ORG_IN_PRIOR_FETCH_VERIFIED_v21,"async deleteEngagement(organizationId: string, engagementId: string) {",prior findFirst/findUnique with organizationId validates ownership before write,ORG_IN_FUNC_NOT_IN_WRITE
354,./server/src/services/auditorService.ts,796,auditFinding,create,ORG_IN_WHERE_OR_DATA_VERIFIED_v21,"async createFinding(organizationId: string, data: {",organizationId present in context lines around L11,ORG_SCOPED
